Smile,Type,LUMO_ev
[N+]1(C)=CN(CCCCCCC)(C=C1),1-methyl-3-alkylimidazolium,-5.039999961853027
[N+]1(C)=CN(CCCCC(C)C)(C=C1),1-methyl-3-alkylimidazolium,-5.045000076293945
[N+]1(C)=CN(CCCC(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-5.0329999923706055
[N+]1(C)=CN(CCCC(C)(C)C)(C=C1),1-methyl-3-alkylimidazolium,-5.019999980926514
[N+]1(C)=CN(CCC(C)CCC)(C=C1),1-methyl-3-alkylimidazolium,-5.019999980926514
[N+]1(C)=CN(CCC(C)C(C)C)(C=C1),1-methyl-3-alkylimidazolium,-5.010000228881836
[N+]1(C)=CN(CCC(CC)CC)(C=C1),1-methyl-3-alkylimidazolium,-5.005000114440918
[N+]1(C)=CN(CCC(C)(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-4.953000068664551
[N+]1(C)=CN(CC(C)CCCC)(C=C1),1-methyl-3-alkylimidazolium,-5.048999786376953
[N+]1(C)=CN(CC(C)CC(C)C)(C=C1),1-methyl-3-alkylimidazolium,-5.017000198364258
[N+]1(C)=CN(CC(C)C(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-4.959000110626221
[N+]1(C)=CN(CC(C)C(C)(C)C)(C=C1),1-methyl-3-alkylimidazolium,-5.0289998054504395
[N+]1(C)=CN(CC(CC)CCC)(C=C1),1-methyl-3-alkylimidazolium,-4.959000110626221
[N+]1(C)=CN(CC(CC)C(C)C)(C=C1),1-methyl-3-alkylimidazolium,-4.960000038146973
[N+]1(C)=CN(CC(C)(C)CCC)(C=C1),1-methyl-3-alkylimidazolium,-4.978000164031982
[N+]1(C)=CN(CC(C)(C)C(C)C)(C=C1),1-methyl-3-alkylimidazolium,-4.9670000076293945
[N+]1(C)=CN(CC(C)(CC)CC)(C=C1),1-methyl-3-alkylimidazolium,-4.953999996185303
[N+]1(C)=CN(C(C)CCCCC)(C=C1),1-methyl-3-alkylimidazolium,-4.966000080108643
[N+]1(C)=CN(C(C)CCC(C)C)(C=C1),1-methyl-3-alkylimidazolium,-4.966000080108643
[N+]1(C)=CN(C(C)CC(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-4.959000110626221
[N+]1(C)=CN(C(C)CC(C)(C)C)(C=C1),1-methyl-3-alkylimidazolium,-4.915999889373779
[N+]1(C)=CN(C(C)C(C)CCC)(C=C1),1-methyl-3-alkylimidazolium,-4.872000217437744
[N+]1(C)=CN(C(C)C(C)C(C)C)(C=C1),1-methyl-3-alkylimidazolium,-4.910999774932861
[N+]1(C)=CN(C(C)C(CC)CC)(C=C1),1-methyl-3-alkylimidazolium,-4.921000003814697
[N+]1(C)=CN(C(C)C(C)(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-4.879000186920166
[N+]1(C)=CN(C(CC)CCCC)(C=C1),1-methyl-3-alkylimidazolium,-4.968999862670898
[N+]1(C)=CN(C(CC)CC(C)C)(C=C1),1-methyl-3-alkylimidazolium,-4.955999851226807
[N+]1(C)=CN(C(CC)C(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-4.85099983215332
[N+]1(C)=CN(C(CC)C(C)(C)C)(C=C1),1-methyl-3-alkylimidazolium,-4.872000217437744
[N+]1(C)=CN(C(CCC)CCC)(C=C1),1-methyl-3-alkylimidazolium,-4.931000232696533
[N+]1(C)=CN(C(C(C)C)CCC)(C=C1),1-methyl-3-alkylimidazolium,-4.941999912261963
[N+]1(C)=CN(C(C(C)C)C(C)C)(C=C1),1-methyl-3-alkylimidazolium,-4.883999824523926
[N+]1(C)=CN(C(C)(C)CCCC)(C=C1),1-methyl-3-alkylimidazolium,-4.813000202178955
[N+]1(C)=CN(C(C)(C)CC(C)C)(C=C1),1-methyl-3-alkylimidazolium,-4.823999881744385
[N+]1(C)=CN(C(C)(C)C(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-4.854000091552734
[N+]1(C)=CN(C(C)(C)C(C)(C)C)(C=C1),1-methyl-3-alkylimidazolium,-4.771999835968018
[N+]1(C)=CN(C(C)(CC)CCC)(C=C1),1-methyl-3-alkylimidazolium,-4.861999988555908
[N+]1(C)=CN(C(C)(CC)C(C)C)(C=C1),1-methyl-3-alkylimidazolium,-4.790999889373779
[N+]1(C)=CN(C(CC)(CC)CC)(C=C1),1-methyl-3-alkylimidazolium,-4.854000091552734
