Smile,Type,LUMO_ev
[N+]1(CCCC)=CN(CCCC)(C=C1),"1,3-dialkylmethylimidazolium",-5.01200008392334
[N+]1(CC(C)C)=CN(CCCC)(C=C1),"1,3-dialkylmethylimidazolium",-4.949999809265137
[N+]1(C(C)CC)=CN(CCCC)(C=C1),"1,3-dialkylmethylimidazolium",-4.908999919891357
[N+]1(C(C)(C)C)=CN(CCCC)(C=C1),"1,3-dialkylmethylimidazolium",-4.789000034332275
[N+]1(CC(C)C)=CN(CC(C)C)(C=C1),"1,3-dialkylmethylimidazolium",-4.932000160217285
[N+]1(C(C)CC)=CN(CC(C)C)(C=C1),"1,3-dialkylmethylimidazolium",-4.833000183105469
[N+]1(C(C)(C)C)=CN(CC(C)C)(C=C1),"1,3-dialkylmethylimidazolium",-4.7779998779296875
[N+]1(C(C)CC)=CN(C(C)CC)(C=C1),"1,3-dialkylmethylimidazolium",-4.804999828338623
[N+]1(C(C)(C)C)=CN(C(C)CC)(C=C1),"1,3-dialkylmethylimidazolium",-4.681000232696533
[N+]1(C(C)(C)C)=CN(C(C)(C)C)(C=C1),"1,3-dialkylmethylimidazolium",-4.554999828338623
