Smile,Type,LUMO_ev
[N+]1(CCC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.908999919891357
[N+]1(C(C)C)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.809999942779541
[N+]1(CCC)=CN(CCCCCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.9070000648498535
[N+]1(C(C)C)=CN(CCCCCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.822999954223633
[N+]1(CCC)=CN(CCCCCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.880000114440918
[N+]1(C(C)C)=CN(CCCCCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.794000148773193
[N+]1(CCC)=CN(CCCCCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.874000072479248
[N+]1(C(C)C)=CN(CCCCCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.809999942779541
[N+]1(CCC)=CN(CCCCC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.873000144958496
[N+]1(C(C)C)=CN(CCCCC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.803999900817871
[N+]1(CCC)=CN(CCCCC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.888000011444092
[N+]1(C(C)C)=CN(CCCCC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.776000022888184
[N+]1(CCC)=CN(CCCCC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.879000186920166
[N+]1(C(C)C)=CN(CCCCC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.801000118255615
[N+]1(CCC)=CN(CCCCC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.855000019073486
[N+]1(C(C)C)=CN(CCCCC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.763000011444092
[N+]1(CCC)=CN(CCCC(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.880000114440918
[N+]1(C(C)C)=CN(CCCC(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.795000076293945
[N+]1(CCC)=CN(CCCC(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.888000011444092
[N+]1(C(C)C)=CN(CCCC(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.7779998779296875
[N+]1(CCC)=CN(CCCC(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.877999782562256
