Smile,Type,LUMO_ev
[N+]1(CCCC)=CN(CCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.925000190734863
[N+]1(CC(C)C)=CN(CCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.875999927520752
[N+]1(C(C)CC)=CN(CCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.818999767303467
[N+]1(C(C)(C)C)=CN(CCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.76200008392334
[N+]1(CCCC)=CN(CCCCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.8979997634887695
[N+]1(CC(C)C)=CN(CCCCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.900000095367432
[N+]1(C(C)CC)=CN(CCCCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.821000099182129
[N+]1(C(C)(C)C)=CN(CCCCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.765999794006348
[N+]1(CCCC)=CN(CCCCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.886000156402588
[N+]1(CC(C)C)=CN(CCCCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.874000072479248
[N+]1(C(C)CC)=CN(CCCCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.790999889373779
[N+]1(C(C)(C)C)=CN(CCCCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.735000133514404
[N+]1(CCCC)=CN(CCCCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.874000072479248
[N+]1(CC(C)C)=CN(CCCCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.876999855041504
[N+]1(C(C)CC)=CN(CCCCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.784999847412109
[N+]1(C(C)(C)C)=CN(CCCCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.706999778747559
[N+]1(CCCC)=CN(CCCC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.880000114440918
[N+]1(CC(C)C)=CN(CCCC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.849999904632568
[N+]1(C(C)CC)=CN(CCCC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.800000190734863
[N+]1(C(C)(C)C)=CN(CCCC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.734000205993652
[N+]1(CCCC)=CN(CCCC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.8979997634887695
[N+]1(CC(C)C)=CN(CCCC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.840000152587891
[N+]1(C(C)CC)=CN(CCCC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.760000228881836
[N+]1(C(C)(C)C)=CN(CCCC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.716000080108643
[N+]1(CCCC)=CN(CCCC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.864999771118164
[N+]1(CC(C)C)=CN(CCCC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.840000152587891
[N+]1(C(C)CC)=CN(CCCC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.801000118255615
[N+]1(C(C)(C)C)=CN(CCCC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.734000205993652
[N+]1(CCCC)=CN(CCCC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.853000164031982
[N+]1(CC(C)C)=CN(CCCC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.835999965667725
[N+]1(C(C)CC)=CN(CCCC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.752999782562256
[N+]1(C(C)(C)C)=CN(CCCC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.679999828338623
[N+]1(CCCC)=CN(CCC(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.876999855041504
[N+]1(CC(C)C)=CN(CCC(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.849999904632568
[N+]1(C(C)CC)=CN(CCC(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.7779998779296875
[N+]1(C(C)(C)C)=CN(CCC(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.699999809265137
[N+]1(CCCC)=CN(CCC(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.89300012588501
[N+]1(CC(C)C)=CN(CCC(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.8480000495910645
[N+]1(C(C)CC)=CN(CCC(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.744999885559082
[N+]1(C(C)(C)C)=CN(CCC(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.693999767303467
[N+]1(CCCC)=CN(CCC(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.860000133514404
[N+]1(CC(C)C)=CN(CCC(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.822999954223633
[N+]1(C(C)CC)=CN(CCC(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.710000038146973
[N+]1(C(C)(C)C)=CN(CCC(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.703000068664551
[N+]1(CCCC)=CN(CCC(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.860000133514404
[N+]1(CC(C)C)=CN(CCC(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.78000020980835
[N+]1(C(C)CC)=CN(CCC(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.73199987411499
[N+]1(C(C)(C)C)=CN(CCC(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.658999919891357
[N+]1(CCCC)=CN(CCC(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.866000175476074
[N+]1(CC(C)C)=CN(CCC(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.835000038146973
[N+]1(C(C)CC)=CN(CCC(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.769000053405762
[N+]1(C(C)(C)C)=CN(CCC(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.714000225067139
[N+]1(CCCC)=CN(CCC(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.866000175476074
[N+]1(CC(C)C)=CN(CCC(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.811999797821045
[N+]1(C(C)CC)=CN(CCC(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.73799991607666
[N+]1(C(C)(C)C)=CN(CCC(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.702000141143799
[N+]1(CCCC)=CN(CCC(C)(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.8429999351501465
[N+]1(CC(C)C)=CN(CCC(C)(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.7789998054504395
[N+]1(C(C)CC)=CN(CCC(C)(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.7210001945495605
[N+]1(C(C)(C)C)=CN(CCC(C)(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.631999969482422
[N+]1(CCCC)=CN(CCC(C)(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.810999870300293
[N+]1(CC(C)C)=CN(CCC(C)(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.793000221252441
[N+]1(C(C)CC)=CN(CCC(C)(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.728000164031982
[N+]1(C(C)(C)C)=CN(CCC(C)(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.645999908447266
[N+]1(CCCC)=CN(CCC(C)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.795000076293945
[N+]1(CC(C)C)=CN(CCC(C)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.7769999504089355
[N+]1(C(C)CC)=CN(CCC(C)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.690999984741211
[N+]1(C(C)(C)C)=CN(CCC(C)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.619999885559082
[N+]1(CCCC)=CN(CC(C)CCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.857999801635742
[N+]1(CC(C)C)=CN(CC(C)CCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.813000202178955
[N+]1(C(C)CC)=CN(CC(C)CCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.734000205993652
[N+]1(C(C)(C)C)=CN(CC(C)CCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.696000099182129
[N+]1(CCCC)=CN(CC(C)CCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.85699987411499
[N+]1(CC(C)C)=CN(CC(C)CCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.815999984741211
[N+]1(C(C)CC)=CN(CC(C)CCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.723999977111816
[N+]1(C(C)(C)C)=CN(CC(C)CCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.677999973297119
[N+]1(CCCC)=CN(CC(C)CC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.828000068664551
[N+]1(CC(C)C)=CN(CC(C)CC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.783999919891357
[N+]1(C(C)CC)=CN(CC(C)CC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.728000164031982
[N+]1(C(C)(C)C)=CN(CC(C)CC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.671000003814697
[N+]1(CCCC)=CN(CC(C)CC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.843999862670898
[N+]1(CC(C)C)=CN(CC(C)CC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.7829999923706055
[N+]1(C(C)CC)=CN(CC(C)CC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.699999809265137
[N+]1(C(C)(C)C)=CN(CC(C)CC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.627999782562256
[N+]1(CCCC)=CN(CC(C)C(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.835000038146973
[N+]1(CC(C)C)=CN(CC(C)C(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.7729997634887695
[N+]1(C(C)CC)=CN(CC(C)C(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.716000080108643
[N+]1(C(C)(C)C)=CN(CC(C)C(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.696000099182129
[N+]1(CCCC)=CN(CC(C)C(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.807000160217285
[N+]1(CC(C)C)=CN(CC(C)C(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.763999938964844
[N+]1(C(C)CC)=CN(CC(C)C(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.682000160217285
[N+]1(C(C)(C)C)=CN(CC(C)C(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.626999855041504
[N+]1(CCCC)=CN(CC(C)C(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.818999767303467
[N+]1(CC(C)C)=CN(CC(C)C(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.775000095367432
[N+]1(C(C)CC)=CN(CC(C)C(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.701000213623047
[N+]1(C(C)(C)C)=CN(CC(C)C(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.673999786376953
[N+]1(CCCC)=CN(CC(C)C(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.752999782562256
[N+]1(CC(C)C)=CN(CC(C)C(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.749000072479248
[N+]1(C(C)CC)=CN(CC(C)C(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.692999839782715
[N+]1(C(C)(C)C)=CN(CC(C)C(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.5960001945495605
[N+]1(CCCC)=CN(CC(CC)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.823999881744385
[N+]1(CC(C)C)=CN(CC(CC)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.775000095367432
[N+]1(C(C)CC)=CN(CC(CC)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.703999996185303
[N+]1(C(C)(C)C)=CN(CC(CC)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.656000137329102
[N+]1(CCCC)=CN(CC(CC)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.831999778747559
[N+]1(CC(C)C)=CN(CC(CC)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.76200008392334
[N+]1(C(C)CC)=CN(CC(CC)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.692999839782715
[N+]1(C(C)(C)C)=CN(CC(CC)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.636000156402588
[N+]1(CCCC)=CN(CC(CC)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.794000148773193
[N+]1(CC(C)C)=CN(CC(CC)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.757999897003174
[N+]1(C(C)CC)=CN(CC(CC)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.688000202178955
[N+]1(C(C)(C)C)=CN(CC(CC)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.650000095367432
[N+]1(CCCC)=CN(CC(CC)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.789000034332275
[N+]1(CC(C)C)=CN(CC(CC)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.767000198364258
[N+]1(C(C)CC)=CN(CC(CC)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.714000225067139
[N+]1(C(C)(C)C)=CN(CC(CC)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.627999782562256
[N+]1(CCCC)=CN(CC(CCC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.814000129699707
[N+]1(CC(C)C)=CN(CC(CCC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.775000095367432
[N+]1(C(C)CC)=CN(CC(CCC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.710000038146973
[N+]1(C(C)(C)C)=CN(CC(CCC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.638000011444092
[N+]1(CCCC)=CN(CC(C(C)C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.801000118255615
[N+]1(CC(C)C)=CN(CC(C(C)C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.763000011444092
[N+]1(C(C)CC)=CN(CC(C(C)C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.7129998207092285
[N+]1(C(C)(C)C)=CN(CC(C(C)C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.640999794006348
[N+]1(CCCC)=CN(CC(C(C)C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.791999816894531
[N+]1(CC(C)C)=CN(CC(C(C)C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.784999847412109
[N+]1(C(C)CC)=CN(CC(C(C)C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.72599983215332
[N+]1(C(C)(C)C)=CN(CC(C(C)C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.670000076293945
[N+]1(CCCC)=CN(CC(C)(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.796000003814697
[N+]1(CC(C)C)=CN(CC(C)(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.761000156402588
[N+]1(C(C)CC)=CN(CC(C)(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.7179999351501465
[N+]1(C(C)(C)C)=CN(CC(C)(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.613999843597412
[N+]1(CCCC)=CN(CC(C)(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.807000160217285
[N+]1(CC(C)C)=CN(CC(C)(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.7729997634887695
[N+]1(C(C)CC)=CN(CC(C)(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.703000068664551
[N+]1(C(C)(C)C)=CN(CC(C)(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.6020002365112305
[N+]1(CCCC)=CN(CC(C)(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.7769999504089355
[N+]1(CC(C)C)=CN(CC(C)(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.763000011444092
[N+]1(C(C)CC)=CN(CC(C)(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.714000225067139
[N+]1(C(C)(C)C)=CN(CC(C)(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.604000091552734
[N+]1(CCCC)=CN(CC(C)(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.765999794006348
[N+]1(CC(C)C)=CN(CC(C)(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.73199987411499
[N+]1(C(C)CC)=CN(CC(C)(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.692999839782715
[N+]1(C(C)(C)C)=CN(CC(C)(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.613999843597412
[N+]1(CCCC)=CN(CC(C)(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.78000020980835
[N+]1(CC(C)C)=CN(CC(C)(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.747000217437744
[N+]1(C(C)CC)=CN(CC(C)(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.685999870300293
[N+]1(C(C)(C)C)=CN(CC(C)(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.618000030517578
[N+]1(CCCC)=CN(CC(C)(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.752999782562256
[N+]1(CC(C)C)=CN(CC(C)(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.730999946594238
[N+]1(C(C)CC)=CN(CC(C)(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.672999858856201
[N+]1(C(C)(C)C)=CN(CC(C)(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.578999996185303
[N+]1(CCCC)=CN(CC(CC)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.754000186920166
[N+]1(CC(C)C)=CN(CC(CC)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.72599983215332
[N+]1(C(C)CC)=CN(CC(CC)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.689000129699707
[N+]1(C(C)(C)C)=CN(CC(CC)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.583000183105469
[N+]1(CCCC)=CN(C(C)CCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.828999996185303
[N+]1(CC(C)C)=CN(C(C)CCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.760000228881836
[N+]1(C(C)CC)=CN(C(C)CCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.724999904632568
[N+]1(C(C)(C)C)=CN(C(C)CCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.640999794006348
[N+]1(CCCC)=CN(C(C)CCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.816999912261963
[N+]1(CC(C)C)=CN(C(C)CCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.761000156402588
[N+]1(C(C)CC)=CN(C(C)CCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.692999839782715
[N+]1(C(C)(C)C)=CN(C(C)CCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.620999813079834
[N+]1(CCCC)=CN(C(C)CCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.769000053405762
[N+]1(CC(C)C)=CN(C(C)CCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.736000061035156
[N+]1(C(C)CC)=CN(C(C)CCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.659999847412109
[N+]1(C(C)(C)C)=CN(C(C)CCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.619999885559082
[N+]1(CCCC)=CN(C(C)CCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.744999885559082
[N+]1(CC(C)C)=CN(C(C)CCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.709000110626221
[N+]1(C(C)CC)=CN(C(C)CCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.698999881744385
[N+]1(C(C)(C)C)=CN(C(C)CCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.570000171661377
[N+]1(CCCC)=CN(C(C)CC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.7779998779296875
[N+]1(CC(C)C)=CN(C(C)CC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.7179999351501465
[N+]1(C(C)CC)=CN(C(C)CC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.703999996185303
[N+]1(C(C)(C)C)=CN(C(C)CC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.580999851226807
[N+]1(CCCC)=CN(C(C)CC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.74399995803833
[N+]1(CC(C)C)=CN(C(C)CC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.718999862670898
[N+]1(C(C)CC)=CN(C(C)CC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.644999980926514
[N+]1(C(C)(C)C)=CN(C(C)CC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.571000099182129
[N+]1(CCCC)=CN(C(C)CC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.769999980926514
[N+]1(CC(C)C)=CN(C(C)CC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.7220001220703125
[N+]1(C(C)CC)=CN(C(C)CC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.686999797821045
[N+]1(C(C)(C)C)=CN(C(C)CC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.568999767303467
[N+]1(CCCC)=CN(C(C)CC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.73199987411499
[N+]1(CC(C)C)=CN(C(C)CC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.710000038146973
[N+]1(C(C)CC)=CN(C(C)CC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.664999961853027
[N+]1(C(C)(C)C)=CN(C(C)CC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.546000003814697
[N+]1(CCCC)=CN(C(C)C(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.7220001220703125
[N+]1(CC(C)C)=CN(C(C)C(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.696000099182129
[N+]1(C(C)CC)=CN(C(C)C(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.668000221252441
[N+]1(C(C)(C)C)=CN(C(C)C(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.521999835968018
[N+]1(CCCC)=CN(C(C)C(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.710000038146973
[N+]1(CC(C)C)=CN(C(C)C(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.705999851226807
[N+]1(C(C)CC)=CN(C(C)C(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.633999824523926
[N+]1(C(C)(C)C)=CN(C(C)C(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.50600004196167
[N+]1(CCCC)=CN(C(C)C(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.675000190734863
[N+]1(CC(C)C)=CN(C(C)C(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.672999858856201
[N+]1(C(C)CC)=CN(C(C)C(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.625999927520752
[N+]1(C(C)(C)C)=CN(C(C)C(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-4.486000061035156
[N+]1(CCCC)=CN(C(C)C(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.743000030517578
[N+]1(CC(C)C)=CN(C(C)C(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.693999767303467
[N+]1(C(C)CC)=CN(C(C)C(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.633999824523926
[N+]1(C(C)(C)C)=CN(C(C)C(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.517000198364258
[N+]1(CCCC)=CN(C(C)C(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.741000175476074
[N+]1(CC(C)C)=CN(C(C)C(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.715000152587891
[N+]1(C(C)CC)=CN(C(C)C(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.670000076293945
[N+]1(C(C)(C)C)=CN(C(C)C(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.51800012588501
[N+]1(CCCC)=CN(C(C)C(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.728000164031982
[N+]1(CC(C)C)=CN(C(C)C(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.708000183105469
[N+]1(C(C)CC)=CN(C(C)C(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.6529998779296875
[N+]1(C(C)(C)C)=CN(C(C)C(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-4.51800012588501
[N+]1(CCCC)=CN(C(C)C(C)(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-4.714000225067139
