Smiles,BalabanJ,BertzCT,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA2,EState_VSA3,EState_VSA4,FractionCSP3,Ipc,Kappa2,Kappa3,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MinAbsEStateIndex,MinAbsPartialCharge,MinPartialCharge,NumRotatableBonds,PEOE_VSA10,PEOE_VSA7,PEOE_VSA8,SlogP_VSA3,SlogP_VSA4,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState9,fr_aryl_methyl,fr_unbrch_alkane,LUMO_eV
[N+]1(C)=CN(C)(C=C1),3.042002767,138.368693,0.901215098,0.901215098,0.57458681,0.57458681,0,0,0,0.4,46.67048278,1.369984333,0.796455423,2,0.242805372,2,2,0.239541307,-0.239541307,0,12.39368714,0,0,14.09534397,0,0,0,6,4,2,0,-5.27356932
[N+]1(C)=CN(CC)(C=C1),2.837541431,166.7913934,1.188881131,1.188881131,0.688772899,0.688772899,0,0,6.544756406,0.5,92.21698662,1.987228406,0.885830095,2.125,0.243018699,2.125,1.056388889,0.239534146,-0.239534146,1,12.39368714,6.9237372,0,13.59242839,0,0,0,6.142361111,2.02,2,0,-5.153022818
[N+]1(CC)=CN(CC)(C=C1),2.740568234,160.2967608,1.476547163,1.476547163,0.812864752,0.812864752,0,0,13.08951281,0.571428571,173.1832348,2.667270004,1.312742009,2.15625,0.243232025,2.15625,1.0625,0.237119269,-0.237119269,2,12.39368714,13.8474744,0,13.08951281,0,0,0,6.284722222,0,2,0,-5.034653228
[N+]1(CCC)=CN(C)(C=C1),2.613882432,178.7967608,1.305538446,1.305538446,0.892183501,0.892183501,0,0,6.544756406,0.571428571,147.2798185,2.667270004,1.557397546,2.180555556,0.243028653,2.180555556,1.125833333,0.239533997,-0.239533997,2,12.39368714,6.420821623,0,13.59242839,0,0,0,7.427916667,2.033888889,2,0,-5.173975596
[N+]1(C(C)C)=CN(C)(C=C1),2.845602313,188.5511502,1.385691603,1.385691603,0.774896052,0.774896052,0,6.041840829,0,0.571428571,130.4959298,2.212622069,1.312742009,2.166666667,0.243232333,2.166666667,0.575185185,0.239526949,-0.239526949,1,12.39368714,13.8474744,0,7.047671983,0,0,0.575185185,6.189814815,2.026666667,1,0,-5.0613204
[N+]1(CCC)=CN(CCC)(C=C1),2.508934805,182.5825794,1.709861795,1.709861795,1.219685957,1.219685957,0,0,13.08951281,0.666666667,441.0772422,4.164037352,2.371057051,2.231805556,0.243251933,2.231805556,1.135629252,0.236845091,-0.236845091,4,12.39368714,12.84164325,0,13.08951281,0,0,0,8.867986111,0,2,0,-5.014244678
[N+]1(C(C)C)=CN(CCC)(C=C1),2.655360386,213.0922389,1.790014951,1.790014951,1.106786924,1.106786924,0,6.041840829,6.544756406,0.666666667,392.768188,3.557462323,2.069530025,2.222222222,0.243455612,2.222222222,0.576950113,0.236838043,-0.236838043,3,12.39368714,20.26829602,0,6.544756406,0,0,0.576950113,7.615841837,0,1,0,-4.93750853
[N+]1(C(C)C)=CN(C(C)C)(C=C1),2.81741328,200.7215343,1.870168108,1.870168108,0.995832032,0.995832032,0,12.08368166,0,0.666666667,346.7113537,3.074381716,1.822066108,2.208333333,0.24365929,2.208333333,0.564814815,0.234711154,-0.234711154,2,12.39368714,27.6949488,0,0,0,0,1.12962963,6.37962963,0,0,0,-4.840091718
[N+]1(CCCC)=CN(C)(C=C1),2.422977778,190.8925906,1.593598922,1.593598922,0.97467268,0.97467268,0,0,6.544756406,0.625,256.7231081,3.396271974,1.865035648,2.211805556,0.243028824,2.211805556,1.150138889,0.239533996,-0.239533996,3,12.39368714,6.420821623,0,13.59242839,0,0,0,8.817018141,2.044092971,2,0,-5.145947854
[N+]1(CC(C)C)=CN(C)(C=C1),2.582563697,200.7774375,1.399699641,1.399699641,1.031349521,1.031349521,0,0,12.46266245,0.625,198.2363234,2.862742982,1.865035648,2.222222222,0.243038676,2.222222222,0.729074074,0.239533847,-0.239533847,2,12.39368714,5.917906046,0,13.59242839,5.917906046,0,0,6.252361111,2.038518519,1,0,-5.135607522
[N+]1(C(C)CC)=CN(C)(C=C1),2.741183389,202.7774375,1.889190193,1.889190193,0.940980114,0.940980114,0,6.041840829,0,0.625,243.2611839,2.862742982,1.376988487,2.222222222,0.243242318,2.222222222,0.626111111,0.2395268,-0.2395268,2,12.39368714,13.34455882,0,7.047671983,0,0,0.626111111,7.461481481,2.040555556,1,0,-5.041456078
[N+]1(C(C)(C)C)=CN(C)(C=C1),2.957727681,217.4066175,1.543541141,1.543541141,0.846996995,0.846996995,5.538925252,0,0,0.625,166.9260552,2.113613288,1.376988487,2.1875,0.243446255,2.1875,0.209583333,0.239519719,-0.239519719,0,17.9326124,20.7712116,0,12.58659724,0,0.209583333,0,6.213541667,2.03,1,0,-4.904582736
[N+]1(CCCC)=CN(CCCC)(C=C1),2.344342686,205.2490801,2.285982747,2.285982747,1.384664315,1.384664315,0,0,13.08951281,0.727272727,1277.712737,5.78720599,3.618752185,2.276944444,0.243252275,2.276944444,1.162326389,0.236834365,-0.236834365,6,12.39368714,12.84164325,0,13.08951281,0,0,0,11.65987654,0,2,0,-5.01370045
[N+]1(CC(C)C)=CN(CCCC)(C=C1),2.435266326,237.9932472,2.092083466,2.092083466,1.441341155,1.441341155,0,0,19.00741886,0.727272727,1022.641236,5.051247734,3.618752185,2.269722222,0.243262127,2.269722222,0.728726983,0.236834217,-0.236834217,5,12.39368714,12.33872767,0,13.08951281,5.917906046,0,0,9.07150707,0,1,0,-4.94159024
[N+]1(C(C)CC)=CN(CCCC)(C=C1),2.527480638,239.9932472,2.581574017,2.581574017,1.355360165,1.355360165,0,6.041840829,6.544756406,0.727272727,1208.355791,5.051247734,2.867510266,2.287361111,0.243465768,2.287361111,0.627663454,0.23682717,-0.23682717,5,12.39368714,19.76538045,0,6.544756406,0,0,0.627663454,10.28633771,0,1,0,-4.916283638
[N+]1(C(C)(C)C)=CN(CCCC)(C=C1),2.640068758,255.2991496,2.235924965,2.235924965,1.263993063,1.263993063,5.538925252,0,6.544756406,0.727272727,867.5856058,3.945439208,2.867510266,2.258680556,0.243669704,2.258680556,0.205818098,0.236820088,-0.236820088,3,17.9326124,27.19203322,0,12.08368166,0,0.205818098,0,9.012649518,0,1,0,-4.79056697
[N+]1(CC(C)C)=CN(CC(C)C)(C=C1),2.532421482,223.8478869,1.898184185,1.898184185,1.498017996,1.498017996,0,0,24.9253249,0.727272727,805.7958249,4.447245118,3.618752185,2.256990741,0.243271979,2.256990741,0.72212963,0.236569815,-0.236569815,4,12.39368714,11.83581209,0,13.08951281,11.83581209,0,0,6.504722222,0,0,0,-4.945944064
[N+]1(C(C)CC)=CN(CC(C)C)(C=C1),2.631463725,250.3478869,2.387674736,2.387674736,1.412037005,1.412037005,0,6.041840829,12.46266245,0.727272727,968.0944173,4.447245118,2.867510266,2.280138889,0.24347562,2.280138889,0.618900227,0.236562768,-0.236562768,4,12.39368714,19.26246487,0,6.544756406,5.917906046,0,0.618900227,7.715507842,0,0,0,-4.828935044
[N+]1(C(C)(C)C)=CN(CC(C)C)(C=C1),2.752274304,265.8628005,2.042025684,2.042025684,1.320669903,1.320669903,5.538925252,5.917906046,6.544756406,0.727272727,682.1272768,3.524010593,2.867510266,2.245949074,0.243679556,2.245949074,0.196656274,0.236555686,-0.236555686,2,17.9326124,26.68911765,0,12.08368166,5.917906046,0.196656274,0,6.465902778,0,0,0,-4.77968241
[N+]1(C(C)CC)=CN(C(C)CC)(C=C1),2.738043035,227.8478869,2.877165288,2.877165288,1.328000155,1.328000155,0,12.08368166,0,0.727272727,1142.509784,4.447245118,2.328049692,2.283888889,0.24367926,2.283888889,0.616024187,0.2344366,-0.2344366,4,12.39368714,26.68911765,0,0,0,0,1.232048375,8.923966837,0,0,0,-4.805261126
[N+]1(C(C)(C)C)=CN(C(C)CC)(C=C1),2.867958271,267.8628005,2.531516236,2.531516236,1.237791992,1.237791992,5.538925252,6.041840829,0,0.727272727,820.9973548,3.524010593,2.328049692,2.269097222,0.243883195,2.269097222,0.1931661,0.234429518,-0.234429518,2,17.9326124,34.11577042,0,5.538925252,0,0.1931661,0.600555556,7.665244237,0,0,0,-4.679272344
[N+]1(C(C)(C)C)=CN(C(C)(C)C)(C=C1),3.008789363,255.2743028,2.185867184,2.185867184,1.148274694,1.148274694,11.0778505,0,0,0.727272727,569.3373315,2.861043558,2.328049692,2.234375,0.244087128,2.234375,0.177083333,0.232317201,-0.232317201,0,23.47153765,41.5424232,0,11.0778505,0,0.354166667,0,6.427083333,0,0,0,-4.554644132
[N+]1(CCCCC)=CN(C)(C=C1),2.271399752,203.0825794,1.843598922,1.843598922,1.178362196,1.178362196,0,0,6.544756406,0.666666667,423.6012717,4.164037352,2.743623565,2.231805556,0.243028826,2.231805556,1.161388889,0.239533996,-0.239533996,4,12.39368714,12.84164325,0,13.59242839,0,0,0,10.24775156,2.051905471,2,1,-5.118736454
[N+]1(CCC(C)C)=CN(C)(C=C1),2.387044449,213.0922389,1.788381363,1.788381363,1.0412547,1.0412547,0,0,12.46266245,0.666666667,356.0843747,3.557462323,2.743623565,2.253472222,0.243028997,2.253472222,0.794172336,0.239533995,-0.239533995,3,12.39368714,12.33872767,0,13.59242839,5.917906046,0,0,7.555324074,2.047494331,2,0,-5.118192226
[N+]1(CC(C)CC)=CN(C)(C=C1),2.502023028,215.0922389,2.043148325,2.043148325,1.098701653,1.098701653,0,0,12.46266245,0.666666667,378.9440838,3.557462323,2.371057051,2.277777778,0.243038848,2.277777778,0.78,0.239533846,-0.239533846,3,12.39368714,12.33872767,0,13.59242839,5.917906046,0,0,7.558129252,2.0487226,1,0,-5.096423106
[N+]1(CC(C)(C)C)=CN(C)(C=C1),2.650069335,229.9559265,1.480648594,1.480648594,1.142966,1.142966,0,5.414990469,6.544756406,0.666666667,247.6824885,2.683412981,2.743623565,2.243055556,0.243048768,2.243055556,0.367083333,0.239533696,-0.239533696,1,12.39368714,5.414990469,0,13.59242839,5.414990469,0.367083333,0,6.266111111,2.040833333,1,0,-5.033564772
[N+]1(C(C)CCC)=CN(C)(C=C1),2.604113289,215.0922389,2.00481743,2.00481743,1.297007381,1.297007381,0,6.041840829,0,0.666666667,389.6901453,3.557462323,2.069530025,2.253472222,0.24324249,2.253472222,0.64,0.239526799,-0.239526799,3,12.39368714,13.34455882,0,7.047671983,0,0,0.64,8.837851474,2.050759637,1,0,-5.009074512
[N+]1(C(C)C(C)C)=CN(C)(C=C1),2.759841746,225.2215343,2.224490863,2.224490863,1.054608693,1.054608693,0,11.95974688,0,0.666666667,343.4070788,3.074381716,1.822066108,2.240740741,0.243252372,2.240740741,0.593703704,0.23952665,-0.23952665,2,12.39368714,12.84164325,0,7.047671983,5.917906046,0,0.593703704,6.299814815,2.045185185,1,0,-4.997645724
[N+]1(C(CC)CC)=CN(C)(C=C1),2.731147525,211.0922389,2.153542471,2.153542471,1.39573931,1.39573931,0,6.041840829,0,0.666666667,411.207271,3.557462323,1.822066108,2.277777778,0.243252312,2.277777778,0.677037037,0.239526651,-0.239526651,3,12.39368714,12.84164325,0,7.047671983,0,0,0.677037037,8.781759259,2.054444444,1,0,-5.019414844
[N+]1(C(C)(C)CC)=CN(C)(C=C1),2.918665727,235.4657015,2.333137101,2.333137101,0.990830012,0.990830012,5.538925252,0,6.420821623,0.666666667,330.514,2.683412981,1.616472866,2.243055556,0.24345627,2.243055556,0.25125,0.239519569,-0.239519569,2,17.9326124,20.26829602,0,12.58659724,0,0.25125,0,7.450486111,2.043888889,1,0,-4.942134468
[N+]1(CCCCC)=CN(CC)(C=C1),2.313360401,215.3680851,2.131264955,2.131264955,1.302454049,1.302454049,0,0,6.544756406,0.7,779.1440992,4.962943914,2.683412981,2.263055556,0.243242152,2.263055556,1.070216049,0.237119119,-0.237119119,5,12.39368714,19.76538045,0,13.08951281,0,0,0,10.39782872,0,2,1,-5.000638978
[N+]1(CCC(C)C)=CN(CC)(C=C1),2.414547134,225.4973806,2.076047396,2.076047396,1.165346553,1.165346553,0,0,19.00741886,0.7,656.9567214,4.289007904,2.683412981,2.261284722,0.243242323,2.261284722,0.793959751,0.237119118,-0.237119118,4,12.39368714,19.26246487,0,13.08951281,5.917906046,0,0,7.701369992,0,2,0,-4.991659216
[N+]1(CC(C)CC)=CN(CC)(C=C1),2.516328308,227.4973806,2.330814358,2.330814358,1.222793506,1.222793506,0,0,19.00741886,0.7,697.7421298,4.289007904,2.36254405,2.287981859,0.243252174,2.287981859,0.780283447,0.23711897,-0.23711897,4,12.39368714,19.26246487,0,13.08951281,5.917906046,0,0,7.702881944,0,1,0,-4.982679454
[N+]1(CC(C)(C)C)=CN(CC)(C=C1),2.642700835,242.5864125,1.768314627,1.768314627,1.267057853,1.267057853,0,5.414990469,13.08951281,0.7,470.8101935,3.295937539,2.683412981,2.253259637,0.243262094,2.253259637,0.3656661,0.23711882,-0.23711882,2,12.39368714,12.33872767,0,13.08951281,5.414990469,0.3656661,0,6.408472222,0,1,0,-4.930433566
[N+]1(C(C)CCC)=CN(CC)(C=C1),2.61071886,227.4973806,2.292483463,2.292483463,1.425487651,1.425487651,0,6.041840829,6.544756406,0.7,716.1134516,4.289007904,2.095965857,2.284722222,0.243455815,2.284722222,0.641481481,0.237111922,-0.237111922,4,12.39368714,20.26829602,0,6.544756406,0,0,0.641481481,8.986288974,0,1,0,-4.890704922
[N+]1(C(C)C(C)C)=CN(CC)(C=C1),2.743104051,237.7415478,2.512156895,2.512156895,1.183088962,1.183088962,0,11.95974688,6.544756406,0.7,632.6321533,3.743575311,1.872087109,2.271990741,0.243465697,2.271990741,0.595185185,0.237111773,-0.237111773,3,12.39368714,19.76538045,0,6.544756406,5.917906046,0,0.595185185,6.442175926,0,1,0,-4.877371336
[N+]1(C(CC)CC)=CN(CC)(C=C1),2.721747198,223.4973806,2.441208504,2.441208504,1.524219579,1.524219579,0,6.041840829,6.544756406,0.7,755.4215623,4.289007904,1.872087109,2.309027778,0.243465637,2.309027778,0.678518519,0.237111774,-0.237111774,4,12.39368714,19.76538045,0,6.544756406,0,0,0.678518519,8.931489985,0,1,0,-4.905126964
[N+]1(C(C)(C)CC)=CN(CC)(C=C1),2.879325541,248.0961875,2.620803134,2.620803134,1.121926298,1.121926298,5.538925252,0,12.96557803,0.7,607.9903104,3.295937539,1.682252625,2.274305556,0.243669594,2.274305556,0.250416667,0.237104692,-0.237104692,3,17.9326124,27.19203322,0,12.08368166,0,0.250416667,0,7.596532029,0,1,0,-4.82458122
[N+]1(CCCCC)=CN(CCCC)(C=C1),2.272807899,240.2246976,2.535982747,2.535982747,1.588353831,1.588353831,0,0,6.544756406,0.75,2093.357977,6.632365645,3.945439208,2.296944444,0.243252277,2.296944444,1.163966049,0.236834365,-0.236834365,7,12.39368714,19.26246487,0,13.08951281,0,0,0,13.09633084,0,2,1,-4.984856366
[N+]1(CC(C)CC)=CN(CC(C)C)(C=C1),2.502699323,263.0403749,2.541632869,2.541632869,1.565370128,1.565370128,0,0,24.9253249,0.75,1502.997862,5.180422112,3.524010593,2.298398526,0.243272151,2.298398526,0.721711677,0.236569814,-0.236569814,5,12.39368714,18.25663372,0,13.08951281,11.83581209,0,0,7.810952932,0,0,0,-4.901045254
[N+]1(CC(C)(C)C)=CN(CC(C)C)(C=C1),2.595306558,278.7569904,1.979133137,1.979133137,1.609634475,1.609634475,0,11.33289652,13.08951281,0.75,1010.878154,4.157881995,3.945439208,2.26625,0.243282071,2.26625,0.355834042,0.236569664,-0.236569664,3,12.39368714,11.33289652,0,13.08951281,11.33289652,0.355834042,0,6.518472222,0,0,0,-4.916283638
[N+]1(C(C)CCC)=CN(CC(C)C)(C=C1),2.578588953,263.0403749,2.503301974,2.503301974,1.768064272,1.768064272,0,6.041840829,12.46266245,0.75,1546.390204,5.180422112,3.166666787,2.311388889,0.243475792,2.311388889,0.632789116,0.236562767,-0.236562767,5,12.39368714,19.26246487,0,6.544756406,5.917906046,0,0.632789116,9.092340404,0,0,0,-4.798186162
[N+]1(C(C)C(C)C)=CN(CC(C)C)(C=C1),2.674653599,273.6040259,2.722975406,2.722975406,1.525665584,1.525665584,0,17.87765292,6.544756406,0.75,1366.024578,4.627079885,2.861043558,2.298657407,0.243485674,2.298657407,0.586492819,0.236562617,-0.236562617,4,12.39368714,18.75954929,0,6.544756406,11.83581209,0,0.586492819,6.552175926,0,0,0,-4.803628442
[N+]1(C(CC)CC)=CN(CC(C)C)(C=C1),2.66208512,259.0403749,2.652027014,2.652027014,1.866796201,1.866796201,0,6.041840829,12.46266245,0.75,1627.230815,5.180422112,2.861043558,2.335694444,0.243485614,2.335694444,0.669826153,0.236562619,-0.236562619,5,12.39368714,18.75954929,0,6.544756406,5.917906046,0,0.669826153,9.037450869,0,0,0,-4.81233609
[N+]1(C(C)(C)CC)=CN(CC(C)C)(C=C1),2.774063392,284.2667654,2.831621645,2.831621645,1.46450292,1.46450292,5.538925252,5.917906046,12.96557803,0.75,1313.253657,4.157881995,2.597620839,2.300972222,0.243689571,2.300972222,0.23832294,0.236555536,-0.236555536,4,17.9326124,26.18620207,0,12.08368166,5.917906046,0.23832294,0,7.704512472,0,0,0,-4.749477756
[N+]1(CCCCC)=CN(C(C)CC)(C=C1),2.422754281,252.5793373,2.831574017,2.831574017,1.559049681,1.559049681,0,6.041840829,6.544756406,0.75,1979.559682,5.839300959,3.166666787,2.297565193,0.24346577,2.297565193,0.627245502,0.236826985,-0.236826985,6,12.39368714,26.18620207,0,6.544756406,0,0,0.627245502,11.7174878,0,1,1,-4.899140456
[N+]1(CCC(C)C)=CN(C(C)CC)(C=C1),2.504395214,263.0403749,2.776356458,2.776356458,1.421942184,1.421942184,0,6.041840829,12.46266245,0.75,1676.484033,5.180422112,3.166666787,2.291990741,0.243465941,2.291990741,0.620648148,0.23681637,-0.23681637,5,12.39368714,25.68328649,0,6.544756406,5.917906046,0,0.620648148,9.021454869,0,1,0,-4.89397029
[N+]1(CC(C)CC)=CN(C(C)CC)(C=C1),2.587619069,265.0403749,3.03112342,3.03112342,1.479389138,1.479389138,0,6.041840829,12.46266245,0.75,1772.359105,5.180422112,2.861043558,2.29919572,0.243475792,2.29919572,0.618687642,0.236551994,-0.236551994,5,12.39368714,25.68328649,0,6.544756406,5.917906046,0,0.618687642,9.022535746,0,0,0,-4.87492231
[N+]1(CC(C)(C)C)=CN(C(C)CC)(C=C1),2.685952524,280.7569904,2.468623689,2.468623689,1.523653484,1.523653484,0,11.4568313,6.544756406,0.75,1218.048784,4.157881995,3.166666787,2.283472222,0.243485712,2.283472222,0.353474939,0.236286568,-0.236286568,3,12.39368714,18.75954929,0,6.544756406,5.414990469,0.353474939,0.607609599,7.723146022,0,0,0,-4.816145686
[N+]1(CCC(C)C)=CN(CCCC)(C=C1),2.345748289,250.5793373,2.480765187,2.480765187,1.451246334,1.451246334,0,0,19.00741886,0.75,1772.6445,5.839300959,3.945439208,2.287361111,0.243252448,2.287361111,0.793047971,0.236834364,-0.236834364,6,12.39368714,18.75954929,0,13.08951281,5.917906046,0,0,10.38646734,0,2,0,-4.991114988
[N+]1(C(C)CCC)=CN(C(C)CC)(C=C1),2.668677949,265.0403749,2.992792525,2.992792525,1.684027423,1.684027423,0,12.08368166,0,0.75,1824.92707,5.180422112,2.597620839,2.315138889,0.243679432,2.315138889,0.615811602,0.234436599,-0.234436599,5,12.39368714,26.68911765,0,0,0,0,1.245724679,10.30159659,0,0,0,-4.775056472
[N+]1(C(C)C(C)C)=CN(C(C)CC)(C=C1),2.770867372,275.6040259,3.212465957,3.212465957,1.441628734,1.441628734,0,18.0015877,0,0.75,1613.142294,4.627079885,2.368972284,2.302407407,0.243689314,2.302407407,0.58361678,0.23443645,-0.23443645,4,12.39368714,26.18620207,0,0,5.917906046,0,1.190665155,7.757387094,0,0,0,-4.762811342
[N+]1(C(CC)CC)=CN(C(C)CC)(C=C1),2.757739173,261.0403749,3.141517566,3.141517566,1.782759351,1.782759351,0,12.08368166,0,0.75,1917.665812,5.180422112,2.368972284,2.339444444,0.243689254,2.339444444,0.616307634,0.234436451,-0.234436451,5,12.39368714,26.18620207,0,0,0,0,1.283257748,10.24713813,0,0,0,-4.790294856
[N+]1(C(C)(C)CC)=CN(C(C)CC)(C=C1),2.877115413,286.2667654,3.321112196,3.321112196,1.381625008,1.381625008,5.538925252,6.041840829,6.420821623,0.75,1549.109793,4.157881995,2.169236063,2.304722222,0.24389321,2.304722222,0.234832766,0.234429369,-0.234429369,4,17.9326124,33.61285484,0,5.538925252,0,0.234832766,0.600839002,8.9050822,0,0,0,-4.710021226
[N+]1(CCCCC)=CN(C(C)(C)C)(C=C1),2.512969128,268.0942509,2.485924965,2.485924965,1.467682579,1.467682579,5.538925252,0,6.544756406,0.75,1427.299007,4.627079885,3.166666787,2.278680556,0.243669705,2.278680556,0.204371339,0.236819903,-0.236819903,4,17.9326124,33.61285484,0,12.08368166,0,0.204371339,0,10.43658317,0,1,1,-4.765260368
[N+]1(CCC(C)C)=CN(C(C)(C)C)(C=C1),2.599944222,278.7569904,2.430707406,2.430707406,1.330575083,1.330575083,5.538925252,0,12.46266245,0.75,1201.59302,4.157881995,3.166666787,2.269097222,0.243669876,2.269097222,0.197500709,0.236809288,-0.236809288,3,17.9326124,33.10993927,0,12.08368166,5.917906046,0.197500709,0,7.759086829,0,1,0,-4.763083456
[N+]1(CC(C)CC)=CN(C(C)(C)C)(C=C1),2.68896615,280.7569904,2.685474368,2.685474368,1.388022036,1.388022036,5.538925252,0,12.46266245,0.75,1279.514666,4.157881995,2.861043558,2.2930839,0.243679728,2.2930839,0.195141605,0.236544912,-0.236544912,3,17.9326124,33.10993927,0,12.08368166,5.917906046,0.195141605,0,7.763539541,0,0,0,-4.753287352
[N+]1(CC(C)(C)C)=CN(C(C)(C)C)(C=C1),2.794015846,296.8570102,2.122974637,2.122974637,1.432286382,1.432286382,5.538925252,5.414990469,6.544756406,0.75,855.4030772,3.41071595,3.166666787,2.258361678,0.243689647,2.258361678,0.183664966,0.236279487,-0.236279487,1,17.9326124,26.18620207,0,12.08368166,5.414990469,0.525663265,0,6.479652778,0,0,0,-4.691789588
[N+]1(C(C)CCC)=CN(C(C)(C)C)(C=C1),2.776158993,280.7569904,2.647143474,2.647143474,1.593819259,1.593819259,5.538925252,6.041840829,0,0.75,1308.793801,4.157881995,2.597620839,2.300347222,0.243883366,2.300347222,0.191651431,0.234418759,-0.234418759,3,17.9326124,34.11577042,0,5.538925252,0,0.191651431,0.614444444,9.033482851,0,0,0,-4.65178883
[N+]1(C(C)C(C)C)=CN(C(C)(C)C)(C=C1),2.885549581,291.5155282,2.866816906,2.866816906,1.351420571,1.351420571,5.538925252,11.95974688,0,0.75,1157.333708,3.756594014,2.368972284,2.287615741,0.243893249,2.287615741,0.182489607,0.23415402,-0.23415402,2,17.9326124,33.61285484,0,5.538925252,5.917906046,0.182489607,0.568148148,6.513356481,0,0,0,-4.644441752
[N+]1(CC(C)CC)=CN(CCCC)(C=C1),2.419554807,252.5793373,2.73553215,2.73553215,1.508693288,1.508693288,0,0,19.00741886,0.75,1874.303898,5.839300959,3.524010593,2.301967199,0.243262299,2.301967199,0.779652909,0.236834216,-0.236834216,6,12.39368714,18.75954929,0,13.08951281,5.917906046,0,0,10.38529179,0,1,0,-4.94975366
[N+]1(C(CC)CC)=CN(C(C)(C)C)(C=C1),2.871822931,276.7569904,2.795868514,2.795868514,1.692551188,1.692551188,5.538925252,6.041840829,0,0.75,1384.146856,4.157881995,2.368972284,2.324652778,0.243893189,2.324652778,0.191748866,0.234154889,-0.234154889,3,17.9326124,33.61285484,0,5.538925252,0,0.191748866,0.651481481,8.975743103,0,0,0,-4.663217618
[N+]1(C(C)(C)CC)=CN(C(C)(C)C)(C=C1),2.999849656,302.3667852,2.975463144,2.975463144,1.29210771,1.29210771,11.0778505,0,6.420821623,0.75,1112.451098,3.41071595,2.169236063,2.289930556,0.244097143,2.289930556,0.1756661,0.232317052,-0.232317052,2,23.47153765,41.03950762,0,11.0778505,0,0.3944161,0,7.654248866,0,0,0,-4.592195864
[N+]1(CC(C)(C)C)=CN(CCCC)(C=C1),2.506921237,268.0942509,2.173032418,2.173032418,1.552957634,1.552957634,0,5.414990469,13.08951281,0.75,1286.4273,4.627079885,3.945439208,2.273472222,0.243272219,2.273472222,0.362704672,0.236834066,-0.236834066,4,12.39368714,11.83581209,0,13.08951281,5.414990469,0.362704672,0,9.074274495,0,1,0,-4.928256654
[N+]1(C(C)CCC)=CN(CCCC)(C=C1),2.49073641,252.5793373,2.697201255,2.697201255,1.711387432,1.711387432,0,6.041840829,6.544756406,0.75,1929.984565,5.839300959,3.166666787,2.318611111,0.24346594,2.318611111,0.641552343,0.236827168,-0.236827168,6,12.39368714,19.76538045,0,6.544756406,0,0,0.641552343,11.67072429,0,1,0,-4.88308573
[N+]1(C(C)C(C)C)=CN(CCCC)(C=C1),2.581219509,263.0403749,2.916874687,2.916874687,1.468988744,1.468988744,0,11.95974688,6.544756406,0.75,1705.919196,5.180422112,2.861043558,2.30587963,0.243475822,2.30587963,0.595256047,0.236827019,-0.236827019,5,12.39368714,19.26246487,0,6.544756406,5.917906046,0,0.595256047,9.108975183,0,1,0,-4.873289626
[N+]1(C(CC)CC)=CN(CCCC)(C=C1),2.56917533,248.5793373,2.845926295,2.845926295,1.810119361,1.810119361,0,6.041840829,6.544756406,0.75,2028.076198,5.839300959,2.861043558,2.342916667,0.243475762,2.342916667,0.67858938,0.23682702,-0.23682702,6,12.39368714,19.26246487,0,6.544756406,0,0,0.67858938,11.61836278,0,1,0,-4.82049951
[N+]1(C(C)(C)CC)=CN(CCCC)(C=C1),2.674435358,273.6040259,3.025520926,3.025520926,1.40782608,1.40782608,5.538925252,0,12.96557803,0.75,1638.480653,4.627079885,2.597620839,2.308194444,0.243679719,2.308194444,0.247484765,0.236819938,-0.236819938,5,17.9326124,26.68911765,0,12.08368166,0,0.247484765,0,10.26134125,0,1,0,-4.762267114
[N+]1(CCCCC)=CN(CC(C)C)(C=C1),2.347275523,250.5793373,2.342083466,2.342083466,1.645030671,1.645030671,0,0,12.46266245,0.75,1678.262905,5.839300959,3.945439208,2.289722222,0.243262129,2.289722222,0.728233156,0.236834032,-0.236834032,6,12.39368714,18.75954929,0,13.08951281,5.917906046,0,0,10.5021106,0,1,1,-4.938596986
[N+]1(CCC(C)C)=CN(CC(C)C)(C=C1),2.424388524,261.0403749,2.286865906,2.286865906,1.507923175,1.507923175,0,0,24.9253249,0.75,1418.126069,5.180422112,3.945439208,2.280138889,0.2432623,2.280138889,0.723100697,0.236823417,-0.236823417,5,12.39368714,18.25663372,0,13.08951281,11.83581209,0,0,7.809350435,0,1,0,-4.933154706
[N+]1(CCCCC)=CN(CCCCC)(C=C1),2.225248495,228.293561,2.785982747,2.785982747,1.792043347,1.792043347,0,0,0,0.769230769,3423.682406,7.494939229,5.006038107,2.307148526,0.243252278,2.307148526,1.175216049,0.236834181,-0.236834181,8,12.39368714,25.68328649,0,13.08951281,0,0,0,14.53410515,0,2,2,-4.957100738
[N+]1(CC(C)(C)C)=CN(CCC(C)C)(C=C1),2.492396516,291.7297519,2.367814859,2.367814859,1.619539654,1.619539654,0,5.414990469,19.00741886,0.769230769,1783.807232,4.821714798,5.006038107,2.283472222,0.243272392,2.283472222,0.35604958,0.236823266,-0.236823266,4,12.39368714,17.75371814,0,13.08951281,11.33289652,0.35604958,0,7.816988615,0,1,0,-4.90485485
