Smiles,HOMO_eV,LUMO_eV
[N+]1(C)=CN(C(C(C)C)CCC)(C=C1),-11.949342082000001,-4.947304634
[N+]1(C)=CN(C(C(C)C)C(C)C)(C=C1),-11.921042225999999,-4.88036459
[N+]1(C)=CN(C(C)(C)CCCC)(C=C1),-11.848932016000001,-4.80961495
[N+]1(C)=CN(C(C)(C)CC(C)C)(C=C1),-11.913695148,-4.800635188
[N+]1(C)=CN(C(C)(C)C(C)CC)(C=C1),-11.831788834,-4.8572349
[N+]1(C)=CN(C(C)(C)C(C)(C)C)(C=C1),-11.8505647,-4.772607446
[N+]1(C)=CN(C(C)(CC)CCC)(C=C1),-11.835870544,-4.847983024
[N+]1(C)=CN(C(C)(CC)C(C)C)(C=C1),-11.85872812,-4.772607446
[N+]1(C)=CN(C(CC)(CC)CC)(C=C1),-11.812740854000001,-4.856146444
[N+]1(C)=CN(CCCCCCCC)(C=C1),-10.95667021,-5.0243128960000005
[N+]1(C)=CN(CCCCCC(C)C)(C=C1),-10.951772158,-5.0466262440000005
[N+]1(C)=CN(CCCCC(C)CC)(C=C1),-10.994766170000002,-5.039279166
[N+]1(C)=CN(CCCCC(C)(C)C)(C=C1),-11.288921404,-5.008530284
[N+]1(C)=CN(CCCC(C)CCC)(C=C1),-11.133816424,-5.017510046
[N+]1(C)=CN(CCCC(C)C(C)C)(C=C1),-11.135449108,-5.02458501
[N+]1(C)=CN(CCCC(CC)CC)(C=C1),-11.181708488,-5.019414844000001
[N+]1(C)=CN(CCCC(C)(C)CC)(C=C1),-11.203205494,-5.014788906000001
[N+]1(C)=CN(CCC(C)CCCC)(C=C1),-11.27776473,-5.008802398
[N+]1(C)=CN(CCC(C)CC(C)C)(C=C1),-11.35667779,-5.0077139420000005
[N+]1(C)=CN(CCC(C)C(C)CC)(C=C1),-11.387970900000001,-4.991387102000001
[N+]1(C)=CN(CCC(C)C(C)(C)C)(C=C1),-11.7145077,-5.043360876
[N+]1(C)=CN(CCC(CC)CCC)(C=C1),-11.390692040000001,-4.995740926
[N+]1(C)=CN(CCC(CC)C(C)C)(C=C1),-11.635866754,-5.033292658
[N+]1(C)=CN(CCC(C)(C)CCC)(C=C1),-11.423617834000002,-4.98648905
[N+]1(C)=CN(CCC(C)(C)C(C)C)(C=C1),-11.40429774,-4.982951568000001
[N+]1(C)=CN(CCC(C)(CC)CC)(C=C1),-11.482938686,-4.9783256300000005
[N+]1(C)=CN(CC(C)CCCCC)(C=C1),-11.253002356000001,-5.045809902
[N+]1(C)=CN(CC(C)CCC(C)C)(C=C1),-11.413005388,-5.0390070520000005
[N+]1(C)=CN(CC(C)CC(C)CC)(C=C1),-11.456815742000002,-5.030843632
[N+]1(C)=CN(CC(C)CC(C)(C)C)(C=C1),-11.499265526,-5.0632251980000005
[N+]1(C)=CN(CC(C)C(C)CCC)(C=C1),-11.69545972,-4.939685442
[N+]1(C)=CN(CC(C)C(C)C(C)C)(C=C1),-11.626342764,-4.94022967
[N+]1(C)=CN(CC(C)C(CC)CC)(C=C1),-11.600491934,-4.935603732000001
[N+]1(C)=CN(CC(C)C(C)(C)CC)(C=C1),-11.727569171999999,-5.01506102
[N+]1(C)=CN(CC(CC)CCCC)(C=C1),-11.549606616,-4.952202686000001
[N+]1(C)=CN(CC(CC)CC(C)C)(C=C1),-11.728929742000002,-4.94295081
[N+]1(C)=CN(CC(CC)C(C)CC)(C=C1),-11.694099150000001,-4.939141214
[N+]1(C)=CN(CC(CC)C(C)(C)C)(C=C1),-11.83968014,-4.9247191720000005
[N+]1(C)=CN(CC(CCC)CCC)(C=C1),-11.856279094,-4.927440312
[N+]1(C)=CN(CC(C(C)C)CCC)(C=C1),-11.801312066000001,-4.941590240000001
[N+]1(C)=CN(CC(C(C)C)C(C)C)(C=C1),-11.75804594,-4.933698934000001
[N+]1(C)=CN(CC(C)(C)CCCC)(C=C1),-11.572464192,-4.958189194000001
[N+]1(C)=CN(CC(C)(C)CC(C)C)(C=C1),-11.719677866000001,-4.965808386000001
[N+]1(C)=CN(CC(C)(C)C(C)CC)(C=C1),-11.760494966000001,-4.946760406
[N+]1(C)=CN(CC(C)(C)C(C)(C)C)(C=C1),-11.82199273,-4.931249908
[N+]1(C)=CN(CC(C)(CC)CCC)(C=C1),-11.734372022,-4.924447058
[N+]1(C)=CN(CC(C)(CC)C(C)C)(C=C1),-11.835326316,-4.926079742
[N+]1(C)=CN(CC(CC)(CC)CC)(C=C1),-11.901994246000001,-4.928256654
[N+]1(C)=CN(C(C)CCCCCC)(C=C1),-11.271233994000001,-4.970162210000001
[N+]1(C)=CN(C(C)CCCC(C)C)(C=C1),-11.457087856000001,-4.969617982
[N+]1(C)=CN(C(C)CCC(C)CC)(C=C1),-11.510966428000001,-4.951386344
[N+]1(C)=CN(C(C)CCC(C)(C)C)(C=C1),-11.757229598,-4.9029500520000004
[N+]1(C)=CN(C(C)CC(C)CCC)(C=C1),-11.590423716,-4.956012282
[N+]1(C)=CN(C(C)CC(C)C(C)C)(C=C1),-11.780631402,-4.92390283
[N+]1(C)=CN(C(C)CC(CC)CC)(C=C1),-11.738725846000001,-4.933154706000001
[N+]1(C)=CN(C(C)CC(C)(C)CC)(C=C1),-11.590151602,-4.895058746
[N+]1(C)=CN(C(C)C(C)CCCC)(C=C1),-11.887572204000001,-4.8749223100000005
[N+]1(C)=CN(C(C)C(C)CC(C)C)(C=C1),-11.878592442,-4.86403775
[N+]1(C)=CN(C(C)C(C)C(C)CC)(C=C1),-11.742535442000001,-4.856418558
[N+]1(C)=CN(C(C)C(C)C(C)(C)C)(C=C1),-11.923763366000001,-4.865670434
[N+]1(C)=CN(C(C)C(CC)CCC)(C=C1),-11.849476244000002,-4.911385586000001
[N+]1(C)=CN(C(C)C(CC)C(C)C)(C=C1),-11.907980754,-4.858051242
[N+]1(C)=CN(C(C)C(C)(C)CCC)(C=C1),-11.807026460000001,-4.840363832
[N+]1(C)=CN(C(C)C(C)(C)C(C)C)(C=C1),-11.830700378,-4.848527252
[N+]1(C)=CN(C(C)C(C)(CC)CC)(C=C1),-11.82879558,-4.841996516
[N+]1(C)=CN(C(CC)CCCCC)(C=C1),-11.750426748,-4.9451277220000005
[N+]1(C)=CN(C(CC)CCC(C)C)(C=C1),-11.847571446,-4.947576748
[N+]1(C)=CN(C(CC)CC(C)CC)(C=C1),-11.872878048,-4.940773898000001
[N+]1(C)=CN(C(CC)CC(C)(C)C)(C=C1),-11.908252868,-4.898596228000001
[N+]1(C)=CN(C(CC)C(C)CCC)(C=C1),-11.884851064,-4.861044496
[N+]1(C)=CN(C(CC)C(C)C(C)C)(C=C1),-11.892198142,-4.921181690000001
[N+]1(C)=CN(C(CC)C(CC)CC)(C=C1),-11.88593952,-4.831928298
[N+]1(C)=CN(C(CC)C(C)(C)CC)(C=C1),-11.879680898,-4.865126206
[N+]1(C)=CN(C(CCC)CCCC)(C=C1),-11.900361562,-4.911113472
[N+]1(C)=CN(C(CCC)CC(C)C)(C=C1),-11.91042978,-4.8953308600000005
[N+]1(C)=CN(C(CCC)C(C)CC)(C=C1),-11.89410294,-4.863493522000001
[N+]1(C)=CN(C(C(C)C)CCCC)(C=C1),-11.910157666000002,-4.9195490060000004
[N+]1(C)=CN(C(C(C)C)CC(C)C)(C=C1),-11.87505496,-4.852336848
[N+]1(C)=CN(C(C(C)C)C(C)CC)(C=C1),-11.884306836,-4.84907148
[N+]1(C)=CN(C(C(C)C)C(C)(C)C)(C=C1),-11.85328584,-4.822676422
[N+]1(C)=CN(C(CCC)C(C)(C)C)(C=C1),-11.891926028,-4.84090806
[N+]1(C)=CN(C(C)(C)CCCCC)(C=C1),-11.443210042,-4.803628442
[N+]1(C)=CN(C(C)(C)CCC(C)C)(C=C1),-11.686752071999999,-4.805533240000001
[N+]1(C)=CN(C(C)(C)CC(C)CC)(C=C1),-11.744168126,-4.78784583
[N+]1(C)=CN(C(C)(C)CC(C)(C)C)(C=C1),-11.876959758000002,-4.78648526
[N+]1(C)=CN(C(C)(C)C(C)CCC)(C=C1),-11.773556438,-4.832200412
[N+]1(C)=CN(C(C)(C)C(C)C(C)C)(C=C1),-11.805121662,-4.829479272
[N+]1(C)=CN(C(C)(C)C(CC)CC)(C=C1),-11.742263328000002,-4.824036992
[N+]1(C)=CN(C(C)(C)C(C)(C)CC)(C=C1),-11.810291828,-4.726348066000001
[N+]1(C)=CN(C(C)(CC)CCCC)(C=C1),-11.785801568,-4.830839842
[N+]1(C)=CN(C(C)(CC)CC(C)C)(C=C1),-11.798046698,-4.811791862
[N+]1(C)=CN(C(C)(CC)C(C)CC)(C=C1),-11.829884036000001,-4.735599942
[N+]1(C)=CN(C(C)(CC)C(C)(C)C)(C=C1),-11.81382931,-4.740497994
[N+]1(C)=CN(C(C)(CCC)CCC)(C=C1),-11.802128408,-4.815601458
[N+]1(C)=CN(C(C)(C(C)C)CCC)(C=C1),-11.801312066000001,-4.752743124
[N+]1(C)=CN(C(C)(C(C)C)C(C)C)(C=C1),-11.788522708,-4.770974762000001
[N+]1(C)=CN(C(CC)(CC)CCC)(C=C1),-11.80022361,-4.762811342
[N+]1(C)=CN(C(CC)(CC)C(C)C)(C=C1),-11.762671878,-4.793560224
[N+]1(C)=CN(CCCCCCCCC)(C=C1),-10.704692646000002,-5.0153331340000005
[N+]1(C)=CN(CCCCCCC(C)C)(C=C1),-10.787415302000001,-5.023496554
[N+]1(C)=CN(CCCCCC(C)CC)(C=C1),-10.825783376,-5.0210475279999995
[N+]1(C)=CN(CCCCCC(C)(C)C)(C=C1),-10.961296148,-5.024857124
[N+]1(C)=CN(CCCCC(C)CCC)(C=C1),-10.93762223,-5.014244678
[N+]1(C)=CN(CCCCC(C)C(C)C)(C=C1),-10.780884566,-5.034925342
[N+]1(C)=CN(CCCCC(CC)CC)(C=C1),-10.810272878000001,-5.020503300000001
[N+]1(C)=CN(CCCCC(C)(C)CC)(C=C1),-10.935989546000002,-5.011251424
[N+]1(C)=CN(CCCC(C)CCCC)(C=C1),-10.933268406,-5.022135984
[N+]1(C)=CN(CCCC(C)CC(C)C)(C=C1),-10.951772158,-5.029755176
[N+]1(C)=CN(CCCC(C)C(C)CC)(C=C1),-10.938438572,-5.0077139420000005
[N+]1(C)=CN(CCCC(C)C(C)(C)C)(C=C1),-11.010548782,-5.015877362
[N+]1(C)=CN(CCCC(CC)CCC)(C=C1),-10.966466314,-5.019686958
[N+]1(C)=CN(CCCC(CC)C(C)C)(C=C1),-10.968643226000001,-5.0077139420000005
[N+]1(C)=CN(CCCC(C)(C)CCC)(C=C1),-11.052454338,-5.007169714000001
[N+]1(C)=CN(CCCC(C)(C)C(C)C)(C=C1),-10.977350874,-5.0096187400000005
[N+]1(C)=CN(CCCC(C)(CC)CC)(C=C1),-11.034766928,-4.99737361
[N+]1(C)=CN(CCC(C)CCCCC)(C=C1),-11.027964078,-5.000366864
[N+]1(C)=CN(CCC(C)CCC(C)C)(C=C1),-11.088917614,-5.002543776
[N+]1(C)=CN(CCC(C)CC(C)CC)(C=C1),-11.202933380000001,-4.970706438000001
[N+]1(C)=CN(CCC(C)CC(C)(C)C)(C=C1),-11.158034570000002,-4.982407340000001
[N+]1(C)=CN(CCC(C)C(C)CCC)(C=C1),-11.2791253,-4.984040024
[N+]1(C)=CN(CCC(C)C(C)C(C)C)(C=C1),-11.13218374,-4.9712506659999995
[N+]1(C)=CN(CCC(C)C(CC)CC)(C=C1),-11.216266966000001,-4.963087246
[N+]1(C)=CN(CCC(C)C(C)(C)CC)(C=C1),-11.227695753999999,-4.984312138
[N+]1(C)=CN(CCC(CC)CCCC)(C=C1),-11.212185256000001,-4.979414086
[N+]1(C)=CN(CCC(CC)CC(C)C)(C=C1),-11.255179268000001,-4.983495796
[N+]1(C)=CN(CCC(CC)C(C)CC)(C=C1),-11.170823928,-4.970706438000001
[N+]1(C)=CN(CCC(CC)C(C)(C)C)(C=C1),-11.424434176,-5.011795652000001
[N+]1(C)=CN(CCC(CCC)CCC)(C=C1),-11.368650806,-4.977237174
[N+]1(C)=CN(CCC(C(C)C)CCC)(C=C1),-11.262526346,-4.970162210000001
[N+]1(C)=CN(CCC(C(C)C)C(C)C)(C=C1),-11.354228764,-5.016693704
[N+]1(C)=CN(CCC(C)(C)CCCC)(C=C1),-11.134632766000001,-4.9796862
[N+]1(C)=CN(CCC(C)(C)CC(C)C)(C=C1),-11.259533092,-4.970706438000001
[N+]1(C)=CN(CCC(C)(C)C(C)CC)(C=C1),-11.264975372,-4.970978552
[N+]1(C)=CN(CCC(C)(C)C(C)(C)C)(C=C1),-11.326201022,-4.978053516
[N+]1(C)=CN(CCC(C)(CC)CCC)(C=C1),-11.395862206,-4.970162210000001
[N+]1(C)=CN(CCC(C)(CC)C(C)C)(C=C1),-11.278853186000001,-4.968801640000001
[N+]1(C)=CN(CCC(CC)(CC)CC)(C=C1),-11.372460402000002,-4.967168956
[N+]1(C)=CN(CC(C)CCCCCC)(C=C1),-10.962656718,-5.042000306
[N+]1(C)=CN(CC(C)CCCC(C)C)(C=C1),-11.064427354000001,-4.966896842000001
[N+]1(C)=CN(CC(C)CCC(C)CC)(C=C1),-11.091910868,-4.95655651
[N+]1(C)=CN(CC(C)CCC(C)(C)C)(C=C1),-11.286200264000001,-4.961182448000001
[N+]1(C)=CN(CC(C)CC(C)CCC)(C=C1),-11.249736988,-5.022680212
[N+]1(C)=CN(CC(C)CC(C)C(C)C)(C=C1),-11.215450624,-5.018598502000001
[N+]1(C)=CN(CC(C)CC(CC)CC)(C=C1),-11.495728044,-4.93342682
[N+]1(C)=CN(CC(C)CC(C)(C)CC)(C=C1),-11.337629810000001,-4.961182448000001
[N+]1(C)=CN(CC(C)C(C)CCCC)(C=C1),-11.485387712000001,-4.932882592
[N+]1(C)=CN(CC(C)C(C)CC(C)C)(C=C1),-11.479401204,-4.932882592
[N+]1(C)=CN(CC(C)C(C)C(C)CC)(C=C1),-11.370555604000002,-4.920909576000001
[N+]1(C)=CN(CC(C)C(C)C(C)(C)C)(C=C1),-11.352323966,-4.944855608
[N+]1(C)=CN(CC(C)C(CC)CCC)(C=C1),-11.472870468,-4.9195490060000004
[N+]1(C)=CN(CC(C)C(CC)C(C)C)(C=C1),-11.359126816,-4.912474042
[N+]1(C)=CN(CC(C)C(C)(C)CCC)(C=C1),-11.607839012000001,-4.996829382
[N+]1(C)=CN(CC(C)C(C)(C)C(C)C)(C=C1),-11.438856218000002,-4.917372094
[N+]1(C)=CN(CC(C)C(C)(CC)CC)(C=C1),-11.467972416,-4.98512848
[N+]1(C)=CN(CC(CC)CCCCC)(C=C1),-11.213273712000001,-4.939957556
[N+]1(C)=CN(CC(CC)CCC(C)C)(C=C1),-11.37028349,-4.937508530000001
[N+]1(C)=CN(CC(CC)CC(C)CC)(C=C1),-11.390147812,-4.927440312
[N+]1(C)=CN(CC(CC)CC(C)(C)C)(C=C1),-11.487292510000001,-5.027850378
[N+]1(C)=CN(CC(CC)C(C)CCC)(C=C1),-11.65464262,-4.922270146
[N+]1(C)=CN(CC(CC)C(C)C(C)C)(C=C1),-11.546613362,-4.913834612
[N+]1(C)=CN(CC(CC)C(CC)CC)(C=C1),-11.485659826000001,-4.921181690000001
[N+]1(C)=CN(CC(CC)C(C)(C)CC)(C=C1),-11.606478442,-4.901045254
[N+]1(C)=CN(CC(CCC)CCCC)(C=C1),-11.561851746,-4.921181690000001
[N+]1(C)=CN(CC(CCC)CC(C)C)(C=C1),-11.674779056,-4.917372094
[N+]1(C)=CN(CC(CCC)C(C)CC)(C=C1),-11.699269316,-4.90621542
[N+]1(C)=CN(CC(C(C)C)CCCC)(C=C1),-11.648928226,-4.916827866
[N+]1(C)=CN(CC(C(C)C)CC(C)C)(C=C1),-11.667704092000001,-4.917644208
[N+]1(C)=CN(CC(C(C)C)C(C)CC)(C=C1),-11.667976206,-4.896419316
[N+]1(C)=CN(CC(C(C)C)C(C)(C)C)(C=C1),-11.639404236,-4.91301827
[N+]1(C)=CN(CC(CCC)C(C)(C)C)(C=C1),-11.663894496000001,-4.905671192
[N+]1(C)=CN(CC(C)(C)CCCCC)(C=C1),-11.227695753999999,-4.953563256000001
[N+]1(C)=CN(CC(C)(C)CCC(C)C)(C=C1),-11.297356938,-4.968257412
[N+]1(C)=CN(CC(C)(C)CC(C)CC)(C=C1),-11.282390668,-4.964447816
[N+]1(C)=CN(CC(C)(C)CC(C)(C)C)(C=C1),-11.490557878,-4.957644966
[N+]1(C)=CN(CC(C)(C)C(C)CCC)(C=C1),-11.344704774,-4.931522022
[N+]1(C)=CN(CC(C)(C)C(C)C(C)C)(C=C1),-11.559402720000001,-4.886623212
[N+]1(C)=CN(CC(C)(C)C(CC)CC)(C=C1),-11.548790274,-4.931794136000001
[N+]1(C)=CN(CC(C)(C)C(C)(C)CC)(C=C1),-11.553688326000001,-4.914650954
[N+]1(C)=CN(CC(C)(CC)CCCC)(C=C1),-11.582260296000001,-4.9247191720000005
[N+]1(C)=CN(CC(C)(CC)CC(C)C)(C=C1),-11.593144856,-4.940773898000001
[N+]1(C)=CN(CC(C)(CC)C(C)CC)(C=C1),-11.56756614,-4.891793378000001
[N+]1(C)=CN(CC(C)(CC)C(C)(C)C)(C=C1),-11.662533926000002,-4.891793378000001
[N+]1(C)=CN(CC(C)(CCC)CCC)(C=C1),-11.757501712000002,-4.920909576000001
[N+]1(C)=CN(CC(C)(C(C)C)CCC)(C=C1),-11.648928226,-4.889344352
[N+]1(C)=CN(CC(C)(C(C)C)C(C)C)(C=C1),-11.505252034000002,-4.9157394100000005
[N+]1(C)=CN(CC(CC)(CC)CCC)(C=C1),-11.787162138000001,-4.896147202000001
[N+]1(C)=CN(CC(CC)(CC)C(C)C)(C=C1),-11.713419244,-4.894514518
[N+]1(C)=CN(C(C)CCCCCCC)(C=C1),-10.975446075999999,-4.968529526
[N+]1(C)=CN(C(C)CCCCC(C)C)(C=C1),-11.109054050000001,-4.961998790000001
[N+]1(C)=CN(C(C)CCCC(C)CC)(C=C1),-11.15939514,-4.959549764
[N+]1(C)=CN(C(C)CCCC(C)(C)C)(C=C1),-11.568382482,-4.927440312
[N+]1(C)=CN(C(C)CCC(C)CCC)(C=C1),-11.342255748000001,-4.953291142
[N+]1(C)=CN(C(C)CCC(C)C(C)C)(C=C1),-11.29817328,-4.943222924
[N+]1(C)=CN(C(C)CCC(CC)CC)(C=C1),-11.384977646,-4.922814374
[N+]1(C)=CN(C(C)CCC(C)(C)CC)(C=C1),-11.360215272000001,-4.889344352
[N+]1(C)=CN(C(C)CC(C)CCCC)(C=C1),-11.279941642,-4.9527469140000004
[N+]1(C)=CN(C(C)CC(C)CC(C)C)(C=C1),-11.405114082,-4.945399836000001
[N+]1(C)=CN(C(C)CC(C)C(C)CC)(C=C1),-11.456815742000002,-4.9361479600000004
[N+]1(C)=CN(C(C)CC(C)C(C)(C)C)(C=C1),-11.654914734000002,-4.900501026000001
[N+]1(C)=CN(C(C)CC(CC)CCC)(C=C1),-11.638043666000002,-4.86811946
[N+]1(C)=CN(C(C)CC(CC)C(C)C)(C=C1),-11.554504668,-4.856690672
[N+]1(C)=CN(C(C)CC(C)(C)CCC)(C=C1),-11.448924436,-4.87764345
[N+]1(C)=CN(C(C)CC(C)(C)C(C)C)(C=C1),-11.397222776,-4.879276134
[N+]1(C)=CN(C(C)CC(C)(CC)CC)(C=C1),-11.472054126000002,-4.85859547
[N+]1(C)=CN(C(C)C(C)CCCCC)(C=C1),-11.618995686,-4.861588724000001
[N+]1(C)=CN(C(C)C(C)CCC(C)C)(C=C1),-11.812196626,-4.796553478000001
[N+]1(C)=CN(C(C)C(C)CC(C)CC)(C=C1),-11.704167368,-4.837098464
[N+]1(C)=CN(C(C)C(C)CC(C)(C)C)(C=C1),-11.570015166000001,-4.843084972
[N+]1(C)=CN(C(C)C(C)C(C)CCC)(C=C1),-11.810291828,-4.875738652000001
[N+]1(C)=CN(C(C)C(C)C(C)C(C)C)(C=C1),-11.516136594,-4.844989770000001
[N+]1(C)=CN(C(C)C(C)C(CC)CC)(C=C1),-11.573552648,-4.889072238
[N+]1(C)=CN(C(C)C(C)C(C)(C)CC)(C=C1),-11.618179344000001,-4.893426062
[N+]1(C)=CN(C(C)C(CC)CCCC)(C=C1),-11.802944750000002,-4.834921552
[N+]1(C)=CN(C(C)C(CC)CC(C)C)(C=C1),-11.613009178,-4.899956798000001
[N+]1(C)=CN(C(C)C(CC)C(C)CC)(C=C1),-11.666071408,-4.8327446400000005
[N+]1(C)=CN(C(C)C(CC)C(C)(C)C)(C=C1),-11.747705608,-4.836010008
[N+]1(C)=CN(C(C)C(CCC)CCC)(C=C1),-11.734099908000001,-4.905943306
[N+]1(C)=CN(C(C)C(C(C)C)CCC)(C=C1),-11.710698104,-4.896419316
[N+]1(C)=CN(C(C)C(C(C)C)C(C)C)(C=C1),-11.72947397,-4.838186920000001
[N+]1(C)=CN(C(C)C(C)(C)CCCC)(C=C1),-11.678860766000001,-4.822132194000001
[N+]1(C)=CN(C(C)C(C)(C)CC(C)C)(C=C1),-11.660357014,-4.8164178
[N+]1(C)=CN(C(C)C(C)(C)C(C)CC)(C=C1),-11.755596914,-4.828390816
[N+]1(C)=CN(C(C)C(C)(C)C(C)(C)C)(C=C1),-11.724848032,-4.821315852000001
[N+]1(C)=CN(C(C)C(C)(CC)CCC)(C=C1),-11.766481474,-4.788117944000001
[N+]1(C)=CN(C(C)C(C)(CC)C(C)C)(C=C1),-11.767025702,-4.8147851159999995
[N+]1(C)=CN(C(C)C(CC)(CC)CC)(C=C1),-11.785801568,-4.790022742
[N+]1(C)=CN(C(CC)CCCCCC)(C=C1),-11.24511105,-4.9524748
[N+]1(C)=CN(C(CC)CCCC(C)C)(C=C1),-11.418991896000001,-4.950842116
[N+]1(C)=CN(C(CC)CCC(C)CC)(C=C1),-11.511238542000001,-4.930433566
[N+]1(C)=CN(C(CC)CCC(C)(C)C)(C=C1),-11.742263328000002,-4.928256654
[N+]1(C)=CN(C(CC)CC(C)CCC)(C=C1),-11.706344280000001,-4.916283638
[N+]1(C)=CN(C(CC)CC(C)C(C)C)(C=C1),-11.675595398,-4.899684684
[N+]1(C)=CN(C(CC)CC(CC)CC)(C=C1),-11.65192148,-4.874378082000001
[N+]1(C)=CN(C(CC)CC(C)(C)CC)(C=C1),-11.558858492,-4.843084972
[N+]1(C)=CN(C(CC)C(C)CCCC)(C=C1),-11.862265602,-4.833016754
[N+]1(C)=CN(C(CC)C(C)CC(C)C)(C=C1),-11.86280983,-4.833833096
[N+]1(C)=CN(C(CC)C(C)C(C)CC)(C=C1),-11.708521192000001,-4.894514518
[N+]1(C)=CN(C(CC)C(C)C(C)(C)C)(C=C1),-11.823897528000002,-4.8991404560000005
[N+]1(C)=CN(C(CC)C(CC)CCC)(C=C1),-11.712602902,-4.897235658
[N+]1(C)=CN(C(CC)C(CC)C(C)C)(C=C1),-11.8505647,-4.889344352
[N+]1(C)=CN(C(CC)C(C)(C)CCC)(C=C1),-11.795597672,-4.8455339980000005
[N+]1(C)=CN(C(CC)C(C)(C)C(C)C)(C=C1),-11.687840528,-4.80961495
[N+]1(C)=CN(C(CC)C(C)(CC)CC)(C=C1),-11.812196626,-4.812063976
[N+]1(C)=CN(C(CCC)CCCCC)(C=C1),-11.587974690000001,-4.898596228000001
[N+]1(C)=CN(C(CCC)CCC(C)C)(C=C1),-11.851381042,-4.858051242
[N+]1(C)=CN(C(CCC)CC(C)CC)(C=C1),-11.823897528000002,-4.82866293
[N+]1(C)=CN(C(CCC)CC(C)(C)C)(C=C1),-11.85464641,-4.8493435940000005
[N+]1(C)=CN(C(CCC)C(C)CCC)(C=C1),-11.851653156,-4.8351936659999994
[N+]1(C)=CN(C(CCC)C(C)C(C)C)(C=C1),-11.907708640000001,-4.8251254480000005
[N+]1(C)=CN(C(CCC)C(CC)CC)(C=C1),-11.860360804,-4.884174186
[N+]1(C)=CN(C(CCC)C(C)(C)CC)(C=C1),-11.836414772,-4.809342836000001
[N+]1(C)=CN(C(CCCC)CCCC)(C=C1),-11.820360046000001,-4.8953308600000005
[N+]1(C)=CN(C(CC(C)C)CCCC)(C=C1),-11.866347312,-4.885534756
[N+]1(C)=CN(C(CC(C)C)CC(C)C)(C=C1),-11.874510732000001,-4.872201169999999
[N+]1(C)=CN(C(CC(C)C)C(C)CC)(C=C1),-11.823081186,-4.810159178
[N+]1(C)=CN(C(C(C)C)CCCCC)(C=C1),-11.746617152,-4.90621542
[N+]1(C)=CN(C(C(C)C)CCC(C)C)(C=C1),-11.864986742,-4.902405824
[N+]1(C)=CN(C(C(C)C)CC(C)CC)(C=C1),-11.854918524,-4.795192908
[N+]1(C)=CN(C(C(C)C)CC(C)(C)C)(C=C1),-11.848115674,-4.7995467320000005
[N+]1(C)=CN(C(C(C)C)C(C)CCC)(C=C1),-11.830972492,-4.783492006
[N+]1(C)=CN(C(C(C)C)C(C)C(C)C)(C=C1),-11.847299332,-4.8300235
[N+]1(C)=CN(C(C(C)C)C(CC)CC)(C=C1),-11.83831957,-4.820227396
[N+]1(C)=CN(C(C(C)C)C(C)(C)CC)(C=C1),-11.796686128000001,-4.76879785
[N+]1(C)=CN(C(C(C)CC)CCCC)(C=C1),-11.8233533,-4.79056697
[N+]1(C)=CN(C(C(C)CC)C(C)CC)(C=C1),-11.835326316,-4.827030246
[N+]1(C)=CN(C(C(C)(C)C)CCCC)(C=C1),-11.833965746,-4.825397562
[N+]1(C)=CN(C(C(C)(C)C)CC(C)C)(C=C1),-11.840496482,-4.833288868
[N+]1(C)=CN(C(C(C)(C)C)C(C)CC)(C=C1),-11.811652398000001,-4.7663488240000005
[N+]1(C)=CN(C(C(C)(C)C)C(C)(C)C)(C=C1),-11.80566589,-4.78784583
[N+]1(C)=CN(C(C)(C)CCCCCC)(C=C1),-11.112047304,-4.796281364
[N+]1(C)=CN(C(C)(C)CCCC(C)C)(C=C1),-11.281302212,-4.79600925
[N+]1(C)=CN(C(C)(C)CCC(C)CC)(C=C1),-11.361303728000001,-4.785941032
[N+]1(C)=CN(C(C)(C)CCC(C)(C)C)(C=C1),-11.81791102,-4.796553478000001
[N+]1(C)=CN(C(C)(C)CC(C)CCC)(C=C1),-11.54171531,-4.771246876
[N+]1(C)=CN(C(C)(C)CC(C)C(C)C)(C=C1),-11.529742294,-4.776144928000001
[N+]1(C)=CN(C(C)(C)CC(CC)CC)(C=C1),-11.49545593,-4.762811342
[N+]1(C)=CN(C(C)(C)CC(C)(C)CC)(C=C1),-11.642669604000002,-4.814240888
[N+]1(C)=CN(C(C)(C)C(C)CCCC)(C=C1),-11.662261812,-4.816962028000001
[N+]1(C)=CN(C(C)(C)C(C)CC(C)C)(C=C1),-11.627975447999999,-4.826758132
[N+]1(C)=CN(C(C)(C)C(C)C(C)CC)(C=C1),-11.664438724,-4.794104452
[N+]1(C)=CN(C(C)(C)C(C)C(C)(C)C)(C=C1),-11.700357772,-4.803900556
[N+]1(C)=CN(C(C)(C)C(CC)CCC)(C=C1),-11.73219511,-4.819683168
[N+]1(C)=CN(C(C)(C)C(CC)C(C)C)(C=C1),-11.69954143,-4.772607446
[N+]1(C)=CN(C(C)(C)C(C)(C)CCC)(C=C1),-11.731106654,-4.751926782
[N+]1(C)=CN(C(C)(C)C(C)(C)C(C)C)(C=C1),-11.689201098,-4.726075952
[N+]1(C)=CN(C(C)(C)C(C)(CC)CC)(C=C1),-11.763216106000002,-4.734239372
[N+]1(C)=CN(C(C)(CC)CCCCC)(C=C1),-11.582804524,-4.865126206
[N+]1(C)=CN(C(C)(CC)CCC(C)C)(C=C1),-11.688112642000002,-4.820771624000001
[N+]1(C)=CN(C(C)(CC)CC(C)CC)(C=C1),-11.689201098,-4.79464868
