Smiles,HOMO_eV,LUMO_eV
[N+]1(CC)=CN(C(C)C)(C=C1),-12.018731152,-4.942678696
[N+]1(CC)=CN(CCCC)(C=C1),-12.028255142,-5.018598502000001
[N+]1(CC)=CN(CC(C)C)(C=C1),-12.01927538,-5.014244678
[N+]1(CC)=CN(C(C)CC)(C=C1),-11.965396808000001,-4.920093234
[N+]1(CC)=CN(C(C)(C)C)(C=C1),-11.947981512000002,-4.79464868
[N+]1(CC)=CN(CCCCCCC)(C=C1),-11.0886455,-4.92254226
[N+]1(CC)=CN(CC(C)C(C)CC)(C=C1),-11.788522708,-4.844989770000001
[N+]1(CC)=CN(CC(C)C(C)(C)C)(C=C1),-11.791788076000001,-4.917099980000001
[N+]1(CC)=CN(CC(CC)CCC)(C=C1),-11.839952254,-4.856690672
[N+]1(CC)=CN(CC(CC)C(C)C)(C=C1),-11.915055718,-4.84090806
[N+]1(CC)=CN(CC(C)(C)CCC)(C=C1),-11.867707882000001,-4.863221408
[N+]1(CC)=CN(CC(C)(C)C(C)C)(C=C1),-11.833421518,-4.856146444
[N+]1(CC)=CN(CC(C)(CC)CC)(C=C1),-11.842129166000001,-4.852608962
[N+]1(CC)=CN(C(C)CCCCC)(C=C1),-11.606206328,-4.85859547
[N+]1(CC)=CN(C(C)CCC(C)C)(C=C1),-11.842673394,-4.856962786
[N+]1(CC)=CN(C(C)CC(C)CC)(C=C1),-11.886755862000001,-4.8417244020000005
[N+]1(CC)=CN(CCCCC(C)C)(C=C1),-11.456271514,-4.986216936
[N+]1(CC)=CN(C(C)CC(C)(C)C)(C=C1),-11.86144926,-4.82049951
[N+]1(CC)=CN(C(C)C(C)CCC)(C=C1),-11.800495724000001,-4.755464264
[N+]1(CC)=CN(C(C)C(C)C(C)C)(C=C1),-11.824441756,-4.818322598
[N+]1(CC)=CN(C(C)C(CC)CC)(C=C1),-11.840768596000002,-4.8180504840000005
[N+]1(CC)=CN(C(C)C(C)(C)CC)(C=C1),-11.798046698,-4.7611786579999995
[N+]1(CC)=CN(C(CC)CCCC)(C=C1),-11.855734866,-4.855602216
[N+]1(CC)=CN(C(CC)CC(C)C)(C=C1),-11.857367550000001,-4.848799366
[N+]1(CC)=CN(C(CC)C(C)CC)(C=C1),-11.788794822,-4.7255317240000005
[N+]1(CC)=CN(C(CC)C(C)(C)C)(C=C1),-11.83287729,-4.750294098
[N+]1(CC)=CN(C(CCC)CCC)(C=C1),-11.846210876,-4.813696660000001
[N+]1(CC)=CN(CCCC(C)CC)(C=C1),-11.523755786,-4.968529526
[N+]1(CC)=CN(C(C(C)C)CCC)(C=C1),-11.844306078,-4.837098464
[N+]1(CC)=CN(C(C(C)C)C(C)C)(C=C1),-11.82199273,-4.77968241
[N+]1(CC)=CN(C(C)(C)CCCC)(C=C1),-11.802400522000001,-4.703218376
[N+]1(CC)=CN(C(C)(C)CC(C)C)(C=C1),-11.81110817,-4.693694386000001
[N+]1(CC)=CN(C(C)(C)C(C)CC)(C=C1),-11.738453732,-4.748661414
[N+]1(CC)=CN(C(C)(C)C(C)(C)C)(C=C1),-11.741991214,-4.671381038
[N+]1(CC)=CN(C(C)(CC)CCC)(C=C1),-11.733011452000001,-4.740770108
[N+]1(CC)=CN(C(C)(CC)C(C)C)(C=C1),-11.765393018,-4.665122416000001
[N+]1(CC)=CN(C(CC)(CC)CC)(C=C1),-11.712875016,-4.7516546680000005
[N+]1(CC)=CN(CCCC(C)(C)C)(C=C1),-11.70498371,-4.869207916
[N+]1(CC)=CN(CCC(C)CCC)(C=C1),-11.79886304,-4.981863112
[N+]1(CC)=CN(CCC(C)C(C)C)(C=C1),-11.819543704,-4.968257412
[N+]1(CC)=CN(CCC(CC)CC)(C=C1),-11.803216864,-4.96335936
[N+]1(CC)=CN(CCC(C)(C)CC)(C=C1),-11.705255824,-4.828118702
[N+]1(CC)=CN(CC(C)CCCC)(C=C1),-11.576818016,-4.939141214
[N+]1(CC)=CN(CC(C)CC(C)C)(C=C1),-11.791788076000001,-4.9361479600000004
[N+]1(CCCCCC)=CN(CCCCCC)(C=C1),-11.564572886,-4.962270904
[N+]1(C(C)CC(C)C)=CN(CC(C)(C)CC)(C=C1),-11.70226257,-4.684986738
[N+]1(C(C)C(C)CC)=CN(CC(C)(C)CC)(C=C1),-11.648111884,-4.680905028000001
[N+]1(C(C)C(C)(C)C)=CN(CC(C)(C)CC)(C=C1),-11.633689842,-4.656414768
[N+]1(C(CC)CCC)=CN(CC(C)(C)CC)(C=C1),-11.701174114,-4.671381038
[N+]1(C(CC)C(C)C)=CN(CC(C)(C)CC)(C=C1),-11.654098392,-4.7369605120000005
[N+]1(C(C)(C)CCC)=CN(CC(C)(C)CC)(C=C1),-11.580899726000002,-4.650700374
[N+]1(C(C)(C)C(C)C)=CN(CC(C)(C)CC)(C=C1),-11.62607065,-4.591651636
[N+]1(C(C)(CC)CC)=CN(CC(C)(C)CC)(C=C1),-11.576273788000002,-4.680088686
[N+]1(C(C)CCCC)=CN(C(C)CCCC)(C=C1),-11.686207844,-4.710021226
[N+]1(C(C)CC(C)C)=CN(C(C)CCCC)(C=C1),-11.687840528,-4.69940878
[N+]1(C(C)C(C)CC)=CN(CCCCCC)(C=C1),-11.543347994,-4.732606688
[N+]1(C(C)C(C)CC)=CN(C(C)CCCC)(C=C1),-11.62743122,-4.615597668
[N+]1(C(C)C(C)(C)C)=CN(C(C)CCCC)(C=C1),-11.6056621,-4.649339804
[N+]1(C(CC)CCC)=CN(C(C)CCCC)(C=C1),-11.699813544000001,-4.655054198
[N+]1(C(CC)C(C)C)=CN(C(C)CCCC)(C=C1),-11.65056091,-4.702674148
[N+]1(C(C)(C)CCC)=CN(C(C)CCCC)(C=C1),-11.613281292,-4.568521946000001
[N+]1(C(C)(C)C(C)C)=CN(C(C)CCCC)(C=C1),-11.57028728,-4.618046694
[N+]1(C(C)(CC)CC)=CN(C(C)CCCC)(C=C1),-11.573280534,-4.6463465500000005
[N+]1(C(C)CC(C)C)=CN(C(C)CC(C)C)(C=C1),-11.646207086,-4.730429776
[N+]1(C(C)C(C)CC)=CN(C(C)CC(C)C)(C=C1),-11.617090888000002,-4.600359284
[N+]1(C(C)C(C)(C)C)=CN(C(C)CC(C)C)(C=C1),-11.610832266000001,-4.6297475960000005
[N+]1(C(C)C(C)(C)C)=CN(CCCCCC)(C=C1),-11.677500196,-4.774512244
[N+]1(C(CC)CCC)=CN(C(C)CC(C)C)(C=C1),-11.672057916,-4.705123174000001
[N+]1(C(CC)C(C)C)=CN(C(C)CC(C)C)(C=C1),-11.66280604,-4.6947828419999995
[N+]1(C(C)(C)CCC)=CN(C(C)CC(C)C)(C=C1),-11.620084142000001,-4.5581816139999995
[N+]1(C(C)(C)C(C)C)=CN(C(C)CC(C)C)(C=C1),-11.569743052,-4.60825059
[N+]1(C(C)(CC)CC)=CN(C(C)CC(C)C)(C=C1),-11.582804524,-4.641720612
[N+]1(C(C)C(C)CC)=CN(C(C)C(C)CC)(C=C1),-11.573280534,-4.522806794
[N+]1(C(C)C(C)(C)C)=CN(C(C)C(C)CC)(C=C1),-11.593144856,-4.549201852
[N+]1(C(CC)CCC)=CN(C(C)C(C)CC)(C=C1),-11.609471696000002,-4.617502466
[N+]1(C(CC)C(C)C)=CN(C(C)C(C)CC)(C=C1),-11.599675592,-4.601991968
[N+]1(C(C)(C)CCC)=CN(C(C)C(C)CC)(C=C1),-11.548790274,-4.480084896
[N+]1(C(CC)CCC)=CN(CCCCCC)(C=C1),-11.69001744,-4.753015238
[N+]1(C(C)(C)C(C)C)=CN(C(C)C(C)CC)(C=C1),-11.61790723,-4.39736224
[N+]1(C(C)(CC)CC)=CN(C(C)C(C)CC)(C=C1),-11.523483672000001,-4.550834536
[N+]1(C(C)C(C)(C)C)=CN(C(C)C(C)(C)C)(C=C1),-11.531374978,-4.6079784759999995
[N+]1(C(CC)CCC)=CN(C(C)C(C)(C)C)(C=C1),-11.595321768,-4.641992726
[N+]1(C(CC)C(C)C)=CN(C(C)C(C)(C)C)(C=C1),-11.606478442,-4.621039948
[N+]1(C(C)(C)CCC)=CN(C(C)C(C)(C)C)(C=C1),-11.564300772000001,-4.516276058000001
[N+]1(C(C)(C)C(C)C)=CN(C(C)C(C)(C)C)(C=C1),-11.56892671,-4.484982948
[N+]1(C(C)(CC)CC)=CN(C(C)C(C)(C)C)(C=C1),-11.509877972000002,-4.578862278
[N+]1(C(CC)CCC)=CN(C(CC)CCC)(C=C1),-11.621716826000002,-4.778049726
[N+]1(C(CC)C(C)C)=CN(C(CC)CCC)(C=C1),-11.6872963,-4.647979234
[N+]1(C(CC)C(C)C)=CN(CCCCCC)(C=C1),-11.646207086,-4.741042222
[N+]1(C(C)(C)CCC)=CN(C(CC)CCC)(C=C1),-11.60294096,-4.581583418
[N+]1(C(C)(C)C(C)C)=CN(C(CC)CCC)(C=C1),-11.56076329,-4.624849544
[N+]1(C(C)(CC)CC)=CN(C(CC)CCC)(C=C1),-11.571647850000002,-4.658863794
[N+]1(C(CC)C(C)C)=CN(C(CC)C(C)C)(C=C1),-11.637227324,-4.6999530080000005
[N+]1(C(C)(C)CCC)=CN(C(CC)C(C)C)(C=C1),-11.594505426000001,-4.566889262
[N+]1(C(C)(C)C(C)C)=CN(C(CC)C(C)C)(C=C1),-11.546885476,-4.612604414
[N+]1(C(C)(CC)CC)=CN(C(CC)C(C)C)(C=C1),-11.593689084000001,-4.58376033
[N+]1(C(C)(C)CCC)=CN(C(C)(C)CCC)(C=C1),-11.562668088,-4.428927464
[N+]1(C(C)(C)C(C)C)=CN(C(C)(C)CCC)(C=C1),-11.509333744000001,-4.478724326
[N+]1(C(C)(CC)CC)=CN(C(C)(C)CCC)(C=C1),-11.516408708,-4.525800048
[N+]1(C(C)(C)CCC)=CN(CCCCCC)(C=C1),-11.534912460000001,-4.6814492560000005
[N+]1(C(C)(C)C(C)C)=CN(C(C)(C)C(C)C)(C=C1),-11.45735997,-4.529609644
[N+]1(C(C)(CC)CC)=CN(C(C)(C)C(C)C)(C=C1),-11.472598354,-4.563623894
[N+]1(C(C)(CC)CC)=CN(C(C)(CC)CC)(C=C1),-11.4832108,-4.597093916
[N+]1(C(C)(C)C(C)C)=CN(CCCCCC)(C=C1),-11.531919206000001,-4.746484502
[N+]1(C(C)(CC)CC)=CN(CCCCCC)(C=C1),-11.60702267,-4.693150158000001
[N+]1(CCCC(C)C)=CN(CCCC(C)C)(C=C1),-11.695187606000001,-4.916555752000001
[N+]1(CCC(C)CC)=CN(CCCC(C)C)(C=C1),-11.767842044,-4.936692188
[N+]1(CCC(C)(C)C)=CN(CCCC(C)C)(C=C1),-11.794509216,-4.888800123999999
[N+]1(CCCC(C)C)=CN(CCCCCC)(C=C1),-11.555321010000002,-4.929072996
[N+]1(CC(C)CCC)=CN(CCCC(C)C)(C=C1),-11.785529454,-4.849887822
[N+]1(CC(C)C(C)C)=CN(CCCC(C)C)(C=C1),-11.771107412000001,-4.840363832
[N+]1(CC(CC)CC)=CN(CCCC(C)C)(C=C1),-11.752059432,-4.831656184
[N+]1(CC(C)(C)CC)=CN(CCCC(C)C)(C=C1),-11.633145614,-4.793015996
[N+]1(C(C)CCCC)=CN(CCCC(C)C)(C=C1),-11.728929742000002,-4.833560982000001
[N+]1(C(C)CC(C)C)=CN(CCCC(C)C)(C=C1),-11.77981506,-4.74158645
[N+]1(C(C)C(C)CC)=CN(CCCC(C)C)(C=C1),-11.642941718,-4.722810584
[N+]1(C(C)C(C)(C)C)=CN(CCCC(C)C)(C=C1),-11.651105138,-4.758457518
[N+]1(C(CC)CCC)=CN(CCCC(C)C)(C=C1),-11.751787318,-4.744035476
[N+]1(C(CC)C(C)C)=CN(CCCC(C)C)(C=C1),-11.754236344,-4.732606688
[N+]1(CCC(C)CC)=CN(CCCCCC)(C=C1),-11.696276062,-4.867575232
[N+]1(C(C)(C)CCC)=CN(CCCC(C)C)(C=C1),-11.642941718,-4.6890684480000004
[N+]1(C(C)(C)C(C)C)=CN(CCCC(C)C)(C=C1),-11.612464950000001,-4.742674906
[N+]1(C(C)(CC)CC)=CN(CCCC(C)C)(C=C1),-11.678588652,-4.673285836000001
[N+]1(CCC(C)CC)=CN(CCC(C)CC)(C=C1),-11.781719858,-4.834105210000001
[N+]1(CCC(C)(C)C)=CN(CCC(C)CC)(C=C1),-11.81791102,-4.856962786
[N+]1(CC(C)CCC)=CN(CCC(C)CC)(C=C1),-11.789883278,-4.841996516
[N+]1(CC(C)C(C)C)=CN(CCC(C)CC)(C=C1),-11.759950738,-4.830839842
[N+]1(CC(CC)CC)=CN(CCC(C)CC)(C=C1),-11.82199273,-4.841452288
[N+]1(CC(C)(C)CC)=CN(CCC(C)CC)(C=C1),-11.768386271999999,-4.780770866
[N+]1(C(C)CCCC)=CN(CCC(C)CC)(C=C1),-11.74580081,-4.7331509160000005
[N+]1(CCC(C)(C)C)=CN(CCCCCC)(C=C1),-11.581443954000001,-4.872201169999999
[N+]1(C(C)CC(C)C)=CN(CCC(C)CC)(C=C1),-11.758590168000001,-4.723626926
[N+]1(C(C)C(C)CC)=CN(CCC(C)CC)(C=C1),-11.747977722,-4.61777458
[N+]1(C(C)C(C)(C)C)=CN(CCC(C)CC)(C=C1),-11.67777231,-4.764171912000001
[N+]1(C(CC)CCC)=CN(CCC(C)CC)(C=C1),-11.757501712000002,-4.737776854
[N+]1(C(CC)C(C)C)=CN(CCC(C)CC)(C=C1),-11.746345038000001,-4.728524978
[N+]1(C(C)(C)CCC)=CN(CCC(C)CC)(C=C1),-11.664982952,-4.68172137
[N+]1(C(C)(C)C(C)C)=CN(CCC(C)CC)(C=C1),-11.612737064,-4.72525961
[N+]1(C(C)(CC)CC)=CN(CCC(C)CC)(C=C1),-11.670425232,-4.671925266000001
[N+]1(CCC(C)(C)C)=CN(CCC(C)(C)C)(C=C1),-11.822536958,-4.772335332000001
[N+]1(CC(C)CCC)=CN(CCC(C)(C)C)(C=C1),-11.778998718,-4.837370578000001
[N+]1(CC(C)CCC)=CN(CCCCCC)(C=C1),-11.6056621,-4.848527252
[N+]1(CC(C)C(C)C)=CN(CCC(C)(C)C)(C=C1),-11.814373538,-4.759545974000001
[N+]1(CC(CC)CC)=CN(CCC(C)(C)C)(C=C1),-11.77981506,-4.838459034
[N+]1(CC(C)(C)CC)=CN(CCC(C)(C)C)(C=C1),-11.754508458000002,-4.773968016
[N+]1(C(C)CCCC)=CN(CCC(C)(C)C)(C=C1),-11.784985226,-4.692878044
[N+]1(C(C)CC(C)C)=CN(CCC(C)(C)C)(C=C1),-11.772467982,-4.69940878
[N+]1(C(C)C(C)CC)=CN(CCC(C)(C)C)(C=C1),-11.682670362,-4.730701890000001
[N+]1(C(C)C(C)(C)C)=CN(CCC(C)(C)C)(C=C1),-11.702806798000001,-4.672741608000001
[N+]1(C(CC)CCC)=CN(CCC(C)(C)C)(C=C1),-11.77301221,-4.690429018
[N+]1(C(CC)C(C)C)=CN(CCC(C)(C)C)(C=C1),-11.761583422000001,-4.684714624000001
[N+]1(C(C)(C)CCC)=CN(CCC(C)(C)C)(C=C1),-11.688112642000002,-4.599542942
[N+]1(CC(C)C(C)C)=CN(CCCCCC)(C=C1),-11.604573644,-4.841452288
[N+]1(C(C)(C)C(C)C)=CN(CCC(C)(C)C)(C=C1),-11.644030174000001,-4.6610407060000005
[N+]1(C(C)(CC)CC)=CN(CCC(C)(C)C)(C=C1),-11.712602902,-4.60825059
[N+]1(CC(C)CCC)=CN(CC(C)CCC)(C=C1),-11.737365276,-4.864309864
[N+]1(CC(C)C(C)C)=CN(CC(C)CCC)(C=C1),-11.768114158000001,-4.802539986
[N+]1(CC(CC)CC)=CN(CC(C)CCC)(C=C1),-11.761855536,-4.750838326
[N+]1(CC(C)(C)CC)=CN(CC(C)CCC)(C=C1),-11.703078912,-4.767165166000001
[N+]1(C(C)CCCC)=CN(CC(C)CCC)(C=C1),-11.724575918,-4.722266356
[N+]1(C(C)CC(C)C)=CN(CC(C)CCC)(C=C1),-11.733011452000001,-4.7146471640000005
[N+]1(C(C)C(C)CC)=CN(CC(C)CCC)(C=C1),-11.644846516,-4.690156904
[N+]1(C(C)C(C)(C)C)=CN(CC(C)CCC)(C=C1),-11.637771552,-4.72662018
[N+]1(CC(CC)CC)=CN(CCCCCC)(C=C1),-11.736821048,-4.854785874000001
[N+]1(C(CC)CCC)=CN(CC(C)CCC)(C=C1),-11.734644136,-4.723354812
[N+]1(C(CC)C(C)C)=CN(CC(C)CCC)(C=C1),-11.721854778,-4.71301448
[N+]1(C(C)(C)CCC)=CN(CC(C)CCC)(C=C1),-11.646207086,-4.662129162
[N+]1(C(C)(C)C(C)C)=CN(CC(C)CCC)(C=C1),-11.64920034,-4.645802322
[N+]1(C(C)(CC)CC)=CN(CC(C)CCC)(C=C1),-11.649744568000001,-4.660496478000001
[N+]1(CC(C)C(C)C)=CN(CC(C)C(C)C)(C=C1),-11.731378768,-4.79600925
[N+]1(CC(CC)CC)=CN(CC(C)C(C)C)(C=C1),-11.754780572,-4.807165924
[N+]1(CC(C)(C)CC)=CN(CC(C)C(C)C)(C=C1),-11.687024186,-4.815873572
[N+]1(C(C)CCCC)=CN(CC(C)C(C)C)(C=C1),-11.740630644000001,-4.717912532000001
[N+]1(C(C)CC(C)C)=CN(CC(C)C(C)C)(C=C1),-11.749882520000002,-4.707844314
[N+]1(CC(C)(C)CC)=CN(CCCCCC)(C=C1),-11.739814302,-4.784308348000001
[N+]1(C(C)C(C)CC)=CN(CC(C)C(C)C)(C=C1),-11.704167368,-4.624305316
[N+]1(C(C)C(C)(C)C)=CN(CC(C)C(C)C)(C=C1),-11.704439482000002,-4.63138028
[N+]1(C(CC)CCC)=CN(CC(C)C(C)C)(C=C1),-11.738453732,-4.719000988
[N+]1(C(CC)C(C)C)=CN(CC(C)C(C)C)(C=C1),-11.725392260000001,-4.710021226
[N+]1(C(C)(C)CCC)=CN(CC(C)C(C)C)(C=C1),-11.623893738,-4.6531494
[N+]1(C(C)(C)C(C)C)=CN(CC(C)C(C)C)(C=C1),-11.620356255999999,-4.6425369540000005
[N+]1(C(C)(CC)CC)=CN(CC(C)C(C)C)(C=C1),-11.650288796000002,-4.653965742
[N+]1(CC(CC)CC)=CN(CC(CC)CC)(C=C1),-11.810836056,-4.726075952
[N+]1(CC(C)(C)CC)=CN(CC(CC)CC)(C=C1),-11.751515204,-4.751110440000001
[N+]1(C(C)CCCC)=CN(CC(CC)CC)(C=C1),-11.74444024,-4.7146471640000005
[N+]1(C(C)CCCC)=CN(CCCCCC)(C=C1),-11.54035474,-4.83546578
[N+]1(C(C)CC(C)C)=CN(CC(CC)CC)(C=C1),-11.737909504000001,-4.701041464
[N+]1(C(C)C(C)CC)=CN(CC(CC)CC)(C=C1),-11.678588652,-4.619679378000001
[N+]1(C(C)C(C)(C)C)=CN(CC(CC)CC)(C=C1),-11.686207844,-4.62865914
[N+]1(C(CC)CCC)=CN(CC(CC)CC)(C=C1),-11.728657628,-4.710565454
[N+]1(C(CC)C(C)C)=CN(CC(CC)CC)(C=C1),-11.723487462,-4.709749112000001
[N+]1(C(C)(C)CCC)=CN(CC(CC)CC)(C=C1),-11.653282050000001,-4.650700374
[N+]1(C(C)(C)C(C)C)=CN(CC(CC)CC)(C=C1),-11.693010694,-4.563896008
[N+]1(C(C)(CC)CC)=CN(CC(CC)CC)(C=C1),-11.64511863,-4.66131282
[N+]1(CC(C)(C)CC)=CN(CC(C)(C)CC)(C=C1),-11.706072166,-4.756824834
[N+]1(C(C)CCCC)=CN(CC(C)(C)CC)(C=C1),-11.704439482000002,-4.6909732459999995
[N+]1(C(C)CC(C)C)=CN(CCCCCC)(C=C1),-11.693282808000001,-4.749477756
[N+]1(CCC)=CN(CCCC)(C=C1),-11.977641938000001,-4.980774656
[N+]1(C(C)C)=CN(CCCC)(C=C1),-11.893558712,-4.927984540000001
[N+]1(CCC)=CN(CC(C)C)(C=C1),-11.960498756,-4.969345868
[N+]1(C(C)C)=CN(CC(C)C)(C=C1),-11.90634807,-4.900501026000001
[N+]1(CCC)=CN(C(C)CC)(C=C1),-11.916688402,-4.8697521440000004
[N+]1(C(C)C)=CN(C(C)CC)(C=C1),-11.857639664,-4.806621696
[N+]1(CCC)=CN(C(C)(C)C)(C=C1),-11.855190638,-4.814240888
[N+]1(C(C)C)=CN(C(C)(C)C)(C=C1),-11.814101424,-4.693150158000001
[N+]1(CCC)=CN(CCCCCC)(C=C1),-11.663078154,-4.950025774
[N+]1(C(C)C)=CN(CCCCCC)(C=C1),-11.57709013,-4.873289626
[N+]1(CCC)=CN(CCCC(C)C)(C=C1),-11.81246874,-5.002543776
[N+]1(C(C)C)=CN(CCCC(C)C)(C=C1),-11.764032448,-4.856146444
[N+]1(CCC)=CN(CCC(C)CC)(C=C1),-11.90634807,-4.939957556
[N+]1(C(C)C)=CN(CCC(C)CC)(C=C1),-11.892198142,-4.789750628
[N+]1(CCC)=CN(CCC(C)(C)C)(C=C1),-11.894375054000001,-4.919276892
[N+]1(C(C)C)=CN(CCC(C)(C)C)(C=C1),-11.857367550000001,-4.7919275400000005
[N+]1(CCC)=CN(CC(C)CCC)(C=C1),-11.87505496,-4.90621542
[N+]1(C(C)C)=CN(CC(C)CCC)(C=C1),-11.810019714000001,-4.861588724000001
[N+]1(CCC)=CN(CC(C)C(C)C)(C=C1),-11.88730009,-4.901861596
[N+]1(C(C)C)=CN(CC(C)C(C)C)(C=C1),-11.87369439,-4.755464264
[N+]1(CCC)=CN(CC(CC)CC)(C=C1),-11.897368308,-4.916283638
[N+]1(C(C)C)=CN(CC(CC)CC)(C=C1),-11.82063216,-4.8493435940000005
[N+]1(CCC)=CN(CC(C)(C)CC)(C=C1),-11.86144926,-4.852064734
[N+]1(C(C)C)=CN(CC(C)(C)CC)(C=C1),-11.793148646,-4.77696127
[N+]1(CCC)=CN(C(C)CCCC)(C=C1),-11.847571446,-4.82866293
[N+]1(C(C)C)=CN(C(C)CCCC)(C=C1),-11.794237102,-4.755736378000001
[N+]1(CCC)=CN(C(C)CC(C)C)(C=C1),-11.866619426,-4.815873572
[N+]1(C(C)C)=CN(C(C)CC(C)C)(C=C1),-11.804305320000001,-4.752198896
[N+]1(CCC)=CN(C(C)C(C)CC)(C=C1),-11.801312066000001,-4.7203615580000005
[N+]1(C(C)C)=CN(C(C)C(C)CC)(C=C1),-11.713419244,-4.67219738
[N+]1(CCC)=CN(C(C)C(C)(C)C)(C=C1),-11.814917766,-4.738593196
[N+]1(C(C)C)=CN(C(C)C(C)(C)C)(C=C1),-11.740902758,-4.684714624000001
[N+]1(CCC)=CN(C(CC)CCC)(C=C1),-11.848659902,-4.822404308
[N+]1(C(C)C)=CN(C(CC)CCC)(C=C1),-11.788250594,-4.757641176
[N+]1(CCC)=CN(C(CC)C(C)C)(C=C1),-11.82607444,-4.827030246
[N+]1(C(C)C)=CN(C(CC)C(C)C)(C=C1),-11.758590168000001,-4.767165166000001
[N+]1(CCC)=CN(C(C)(C)CCC)(C=C1),-11.760222852,-4.7483892999999995
[N+]1(C(C)C)=CN(C(C)(C)CCC)(C=C1),-11.741991214,-4.608522704
[N+]1(CCC)=CN(C(C)(C)C(C)C)(C=C1),-11.706344280000001,-4.793288110000001
[N+]1(C(C)C)=CN(C(C)(C)C(C)C)(C=C1),-11.684303046,-4.6629455040000005
[N+]1(CCC)=CN(C(C)(CC)CC)(C=C1),-11.756413256,-4.758457518
[N+]1(C(C)C)=CN(C(C)(CC)CC)(C=C1),-11.69273858,-4.694510728
[N+]1(C)=CN(CCCCCC)(C=C1),-11.441849472000001,-5.044177218000001
[N+]1(C)=CN(C(C)C(C)CC)(C=C1),-11.8777761,-5.096150992
[N+]1(C)=CN(C(C)C(C)(C)C)(C=C1),-12.036690676000001,-5.09805579
[N+]1(C)=CN(C(CC)CCC)(C=C1),-12.040500272000001,-5.015877362
[N+]1(C)=CN(C(CC)C(C)C)(C=C1),-11.995873576000001,-5.065674224
[N+]1(C)=CN(C(C)(C)CCC)(C=C1),-12.082950056,-4.987033278
[N+]1(C)=CN(C(C)(C)C(C)C)(C=C1),-12.080228916000001,-4.9892101900000005
[N+]1(C)=CN(C(C)(CC)CC)(C=C1),-12.005941794,-5.003088004
[N+]1(C)=CN(CCCC(C)C)(C=C1),-11.994513006,-4.989482304
[N+]1(C)=CN(CCC(C)CC)(C=C1),-12.018731152,-4.981863112
[N+]1(C)=CN(CCC(C)(C)C)(C=C1),-11.949342082000001,-4.886895326
[N+]1(C)=CN(CC(C)CCC)(C=C1),-11.952335336,-4.905943306
[N+]1(C)=CN(CC(C)C(C)C)(C=C1),-11.999683172,-4.990026532
[N+]1(C)=CN(CC(CC)CC)(C=C1),-11.987438041999999,-4.977509288
[N+]1(C)=CN(CC(C)(C)CC)(C=C1),-11.948525740000001,-4.833560982000001
[N+]1(C)=CN(C(C)CCCC)(C=C1),-11.891381800000001,-4.890432808
[N+]1(C)=CN(C(C)CC(C)C)(C=C1),-11.898184650000001,-4.917372094
[N+]1(C)=CN(CCCCCCC)(C=C1),-11.106060796000001,-5.037374368
[N+]1(C)=CN(CCCCC(C)C)(C=C1),-11.281574326000001,-5.045809902
[N+]1(C)=CN(CCCC(C)CC)(C=C1),-11.374637314000001,-5.030843632
[N+]1(C)=CN(CCCC(C)(C)C)(C=C1),-11.646751314000001,-5.023496554
[N+]1(C)=CN(CCC(C)CCC)(C=C1),-11.555865238,-5.017237932
[N+]1(C)=CN(CCC(C)C(C)C)(C=C1),-11.836686886,-5.063769426
[N+]1(C)=CN(CCC(CC)CC)(C=C1),-11.822809072,-5.070300162
[N+]1(C)=CN(CCC(C)(C)CC)(C=C1),-11.731922996000002,-4.948665204
[N+]1(C)=CN(CC(C)CCCC)(C=C1),-11.604029416,-5.055333892
[N+]1(C)=CN(CC(C)CC(C)C)(C=C1),-11.830700378,-5.044177218000001
[N+]1(C)=CN(CC(C)C(C)CC)(C=C1),-11.835054202,-4.95927765
[N+]1(C)=CN(CC(C)C(C)(C)C)(C=C1),-11.867163654,-5.031115746
[N+]1(C)=CN(CC(CC)CCC)(C=C1),-11.882674152000002,-4.958733422
[N+]1(C)=CN(CC(CC)C(C)C)(C=C1),-11.995873576000001,-4.951386344
[N+]1(C)=CN(CC(C)(C)CCC)(C=C1),-11.901450018,-4.986216936
[N+]1(C)=CN(CC(C)(C)C(C)C)(C=C1),-11.924307594,-4.966624728
[N+]1(C)=CN(CC(C)(CC)CC)(C=C1),-11.944988258,-4.956828624
[N+]1(C)=CN(C(C)CCCCC)(C=C1),-11.611920722,-4.976692946
[N+]1(C)=CN(C(C)CCC(C)C)(C=C1),-11.874510732000001,-4.969617982
[N+]1(C)=CN(C(C)CC(C)CC)(C=C1),-11.969206404,-4.96063822
[N+]1(C)=CN(C(C)CC(C)(C)C)(C=C1),-11.964308352000002,-4.914106726
[N+]1(C)=CN(C(C)C(C)CCC)(C=C1),-11.89274237,-4.862405066
[N+]1(C)=CN(C(C)C(C)C(C)C)(C=C1),-11.919953770000001,-4.937780644
[N+]1(C)=CN(C(C)C(CC)CC)(C=C1),-11.944171916,-4.931249908
[N+]1(C)=CN(C(C)C(C)(C)CC)(C=C1),-11.903899044000001,-4.8659425480000005
[N+]1(C)=CN(C(CC)CCCC)(C=C1),-11.9458046,-4.97152278
[N+]1(C)=CN(C(CC)CC(C)C)(C=C1),-11.958321844,-4.959549764
[N+]1(C)=CN(C(CC)C(C)CC)(C=C1),-11.886211634,-4.831928298
[N+]1(C)=CN(C(CC)C(C)(C)C)(C=C1),-11.941995003999999,-4.869207916
[N+]1(C)=CN(C(CCC)CCC)(C=C1),-11.949342082000001,-4.92662397
