Smiles,BalabanJ,BertzCT,Chi1,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA2,EState_VSA3,EState_VSA5,EState_VSA7,FractionCSP3,Ipc,Kappa2,Kappa3,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsPartialCharge,NumRotatableBonds,PEOE_VSA6,PEOE_VSA8,PEOE_VSA9,SlogP_VSA3,SlogP_VSA4,VSA_EState1,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,fr_aryl_methyl,fr_unbrch_alkane,HOMO_eV
[N+]1(C)=CN(C(CC)CCC(C)(C)CC)(C=C1),2.563637439532222,312.29017241749506,7.481493688865781,3.7937377844234943,3.7937377844234943,1.9835667056400497,1.9835667056400497,0.0,11.45683129854474,25.68328649170404,0.0,0.7857142857142857,3753.1850432481183,5.512116350248887,3.6558120886772536,2.3704166666666664,0.2432524884329399,2.3704166666666664,0.2432524884329399,0.2395266499973444,6,34.11577042168851,0.0,7.04767198267719,7.04767198267719,5.41499046939678,4.471590844671201,0.4888495606575963,0.0,0.6592824074074073,11.57056964915596,1,0,-11.369467148000002
[N+]1(C)=CN(C(CC)CC(C)CCCC)(C=C1),2.483182280470389,290.68037763964367,7.668233757796585,3.407214815257136,3.407214815257136,2.3195280943170555,2.3195280943170555,0.0,6.041840829147961,32.10410811463005,0.0,0.7857142857142857,4557.742681916749,6.719624168177635,3.9924274084650206,2.3906944444444447,0.2432526590328796,2.3906944444444447,0.2432526590328796,0.2395266488078996,7,40.0336764678499,0.0,7.04767198267719,7.04767198267719,5.917906046161393,4.487912021289997,0.0,0.8450056689342401,0.6741260393046106,13.11921800201562,1,0,-11.47640795
[N+]1(C)=CN(C(CC)CC(C)CC(C)C)(C=C1),2.5497316774089103,301.43891540302644,7.524075805453153,3.2305114474584,3.2305114474584,2.550054005347331,2.550054005347331,0.0,6.041840829147961,19.26246486877803,0.0,0.7857142857142857,3676.88483903604,6.0710958023386805,3.9924274084650206,2.381111111111111,0.2432526590381786,2.381111111111111,0.2432526590381786,0.2395266488078913,6,27.694948798762496,0.0,7.04767198267719,7.04767198267719,11.835812092322788,4.478768896447468,0.0,1.630495926765768,0.6619907407407407,10.35383243575208,1,0,-11.527021154
[N+]1(C)=CN(C(CC)CC(C)C(C)CC)(C=C1),2.6180050693779,303.43891540302644,7.578917360319544,3.941509168076885,3.941509168076885,2.2484642191353075,2.2484642191353075,0.0,6.041840829147961,19.26246486877803,0.0,0.7857142857142857,4295.910168024856,6.0710958023386805,3.360040921368018,2.389212962962963,0.2432526604238311,2.389212962962963,0.2432526604238311,0.2395266488033287,6,34.11577042168851,0.0,7.04767198267719,7.04767198267719,11.835812092322788,4.481603127362056,0.0,1.6398318216175356,0.6575925925925925,10.303841569035022,1,0,-11.618179344
[N+]1(C)=CN(C(CC)CC(C)C(C)(C)C)(C=C1),2.69671044758454,319.7214865285612,7.341553820740987,3.786320302616512,3.786320302616512,1.9462957285063571,1.9462957285063571,0.0,11.45683129854474,12.84164324585202,0.0,0.7857142857142857,3125.268691355729,5.026927202802605,3.360040921368018,2.3672222222222223,0.2432526618218371,2.3672222222222223,0.2432526618218371,0.2395266487987242,4,34.61868599845312,0.0,7.04767198267719,7.04767198267719,11.332896515558172,4.46493575207861,0.405516227324263,0.7408852985638699,0.6346527777777778,8.945722789115646,1,0,-11.614641862
[N+]1(C)=CN(C(CC)CC(CC)CCC)(C=C1),2.6007172067251005,290.68037763964367,7.70623856025737,3.56197610012464,3.56197610012464,2.4662921463603853,2.4662921463603853,0.0,6.041840829147961,32.10410811463005,0.0,0.7857142857142857,4762.387040027746,6.719624168177635,3.6558120886772536,2.373333333333333,0.2432526604128971,2.373333333333333,0.2432526604128971,0.2395266488033659,7,40.0336764678499,0.0,7.04767198267719,7.04767198267719,5.917906046161393,4.501739181783824,0.0,0.8913482615268327,0.6784259259259259,13.0972585191484,1,0,-11.58933526
[N+]1(C)=CN(C(CC)CC(CC)C(C)C)(C=C1),2.677446510540745,301.43891540302644,7.578917360319544,3.724304939270017,3.724304939270017,2.4443350055959785,2.4443350055959785,0.0,6.041840829147961,19.26246486877803,0.0,0.7857142857142857,4124.778317639799,6.0710958023386805,3.360040921368018,2.366111111111111,0.2432526618000154,2.366111111111111,0.2432526618000154,0.2395266487987986,6,34.11577042168851,0.0,7.04767198267719,7.04767198267719,11.835812092322788,4.49010582010582,0.0,1.6398318216175356,0.6606944444444445,10.333551823507182,1,0,-11.490285764
[N+]1(C)=CN(C(CC)CC(C)(C)CCC)(C=C1),2.6859938035435715,312.29017241749506,7.481493688865781,3.397280363810232,3.397280363810232,2.56269237037954,2.56269237037954,0.0,11.45683129854474,25.68328649170404,0.0,0.7857142857142857,3517.553077989574,5.512116350248887,3.6558120886772536,2.3915277777777777,0.2432528338439586,2.3915277777777777,0.2432528338439586,0.239526647598681,6,34.11577042168851,0.0,7.04767198267719,7.04767198267719,5.41499046939678,4.479058248299319,0.4566151738473166,0.0,0.641435185185185,11.578863063744016,1,0,-11.533824004
[N+]1(C)=CN(C(CC)CC(C)(C)C(C)C)(C=C1),2.7670508675719256,323.2312615328881,7.364209190060023,4.006966060257062,4.006966060257062,1.9889820288125035,1.9889820288125035,0.0,11.45683129854474,12.84164324585202,0.0,0.7857142857142857,3242.642180878245,5.026927202802605,3.098763659358965,2.3787962962962963,0.2432528352376692,2.3787962962962963,0.2432528352376692,0.2395266475940912,5,34.61868599845312,0.0,7.04767198267719,7.04767198267719,11.332896515558172,4.467424886621315,0.4062679516250943,0.7276502267573695,0.6237037037037036,8.931406368102797,1,0,-11.369467148000002
[N+]1(C)=CN(C(CC)CC(C)(CC)CC)(C=C1),2.7575853130138004,310.2901724174951,7.542153860645603,4.1178238717656175,4.1178238717656175,2.2535158718995723,2.2535158718995723,0.0,11.45683129854474,25.68328649170404,0.0,0.7857142857142857,4135.905847037326,5.512116350248887,3.098763659358965,2.415833333333333,0.2432528352266985,2.415833333333333,0.2432528352266985,0.2395266475941286,6,40.53659204461451,0.0,7.04767198267719,7.04767198267719,5.41499046939678,4.487560941043084,0.4896012849584277,0.0,0.644537037037037,11.549545540438398,1,0,-11.379263252
[N+]1(C)=CN(C(CC)C(C)CCCCC)(C=C1),2.5263312022666384,290.68037763964367,7.685070510202192,3.510503076812776,3.510503076812776,2.4813447840616494,2.4813447840616494,0.0,6.041840829147961,32.10410811463005,0.0,0.7857142857142857,4569.858529732513,6.719624168177635,3.6558120886772536,2.392685185185185,0.243262549986139,2.392685185185185,0.243262549986139,0.2395264995497269,7,40.0336764678499,0.0,7.04767198267719,7.04767198267719,5.917906046161393,4.498050910178886,0.0,0.7814351851851851,0.6648667800453514,13.176976883345931,1,1,-11.601036162
[N+]1(C)=CN(C(CC)C(C)CCC(C)C)(C=C1),2.5944407413803803,301.43891540302644,7.540912557858759,3.4468424768438632,3.4468424768438632,2.361256986199492,2.361256986199492,0.0,6.041840829147961,19.26246486877803,0.0,0.7857142857142857,3878.1306575501626,6.0710958023386805,3.6558120886772536,2.385462962962963,0.2432625499914355,2.385462962962963,0.2432625499914355,0.2395264995497186,6,34.11577042168851,0.0,7.04767198267719,7.04767198267719,11.835812092322788,4.488907785336357,0.0,1.5838235911648608,0.6527314814814815,10.397795020786091,1,0,-11.762127650000002
[N+]1(C)=CN(C(CC)C(C)CC(C)CC)(C=C1),2.6643377143769325,303.43891540302644,7.578917360319544,3.7185611157304193,3.7185611157304193,2.5310717207785007,2.5310717207785007,0.0,6.041840829147961,19.26246486877803,0.0,0.7857142857142857,4097.494923518516,6.0710958023386805,3.360040921368018,2.389212962962963,0.243262551377061,2.389212962962963,0.243262551377061,0.2395264995451561,6,34.11577042168851,0.0,7.04767198267719,7.04767198267719,11.835812092322788,4.491742016250945,0.0,1.5978817082388508,0.6483333333333333,10.351785635550518,1,0,-11.665255066
[N+]1(C)=CN(C(CC)C(C)CC(C)(C)C)(C=C1),2.7445631585764274,319.7214865285612,7.331517119608918,3.1818314508515746,3.1818314508515746,2.6746089991786777,2.6746089991786777,0.0,11.45683129854474,12.84164324585202,0.0,0.7857142857142857,2824.303682224524,5.026927202802605,3.6558120886772536,2.3744212962962963,0.243262552775046,2.3744212962962963,0.243262552775046,0.2395264995405516,4,34.61868599845312,0.0,7.04767198267719,7.04767198267719,11.332896515558172,4.475074640967498,0.4188264125094483,0.7198148148148148,0.6253935185185187,8.964731670445957,1,0,-11.48185023
[N+]1(C)=CN(C(CC)C(C)C(C)CCC)(C=C1),2.7340760771554167,303.43891540302644,7.595754112725151,3.839142260593791,3.839142260593791,2.6171916634914254,2.6171916634914254,0.0,6.041840829147961,19.26246486877803,0.0,0.7857142857142857,4202.10246841188,6.0710958023386805,3.098763659358965,2.397314814814815,0.2432627243037833,2.397314814814815,0.2432627243037833,0.2395264983442436,6,40.53659204461451,0.0,7.04767198267719,7.04767198267719,11.835812092322788,4.496720285336357,0.0,1.5555612244897956,0.6414351851851852,10.363978804484756,1,0,-11.674506942
[N+]1(C)=CN(C(CC)C(C)C(C)C(C)C)(C=C1),2.816822026858547,314.29017241749506,7.468432912787325,4.078468347821433,4.078468347821433,2.477255265202194,2.477255265202194,0.0,6.041840829147961,6.4208216229260096,0.0,0.7857142857142857,3718.9783756152415,5.512116350248887,2.86681787447117,2.3877314814814814,0.2432627256976625,2.3877314814814814,0.2432627256976625,0.2395264983396532,5,34.61868599845312,0.0,7.04767198267719,7.04767198267719,17.75371813848418,4.485086923658352,0.0,2.2392762660619803,0.6237037037037038,7.70610544217687,1,0,-11.510150086
[N+]1(C)=CN(C(CC)C(C)C(CC)CC)(C=C1),2.8076782827397917,299.43891540302644,7.633758915185936,3.9898817155384174,3.9898817155384174,2.866137379799709,2.866137379799709,0.0,6.041840829147961,19.26246486877803,0.0,0.7857142857142857,4411.392354006524,6.0710958023386805,2.86681787447117,2.408564814814815,0.2432627256866901,2.408564814814815,0.2432627256866901,0.2395264983396906,6,40.53659204461451,0.0,7.04767198267719,7.04767198267719,11.835812092322788,4.505222978080121,0.0,1.6019038170823885,0.6445370370370371,10.331189058956916,1,0,-11.52538847
[N+]1(C)=CN(C(CC)C(C)C(C)(C)CC)(C=C1),2.9034059537554096,325.2312615328881,7.419050744926416,4.311684351539357,4.311684351539357,2.330966543438242,2.330966543438242,0.0,17.374737344706134,12.84164324585202,0.0,0.7857142857142857,3558.901855433007,5.026927202802605,2.6599719807597166,2.386574074074074,0.2432629000561706,2.386574074074074,0.2432629000561706,0.2395264971280682,5,41.03950762137913,5.917906046161393,7.04767198267719,7.04767198267719,11.332896515558172,4.482542044595617,0.4062679516250944,0.6897222222222222,0.6075462962962963,8.929043603552532,1,0,-11.58253241
[N+]1(C)=CN(C(CC)C(CC)CCCC)(C=C1),2.701768273801379,290.68037763964367,7.723075312662977,3.5876319455503336,3.5876319455503336,2.588092788295608,2.588092788295608,0.0,6.041840829147961,32.10410811463005,0.0,0.7857142857142857,4835.605808829585,6.719624168177635,3.360040921368018,2.392685185185185,0.2432627230329999,2.392685185185185,0.2432627230329999,0.2395264983537237,7,33.61285484492389,0.0,7.04767198267719,7.04767198267719,5.917906046161393,4.526812877928949,0.0,0.8308796296296295,0.6784722222222221,13.12523730788612,1,0,-11.765937246
[N+]1(C)=CN(C(CC)C(CC)CC(C)C)(C=C1),2.7819910613932657,301.43891540302644,7.578917360319544,3.433317548772182,3.433317548772182,2.654517704674694,2.654517704674694,0.0,6.041840829147961,19.26246486877803,0.0,0.7857142857142857,3985.851512130548,6.0710958023386805,3.360040921368018,2.385462962962963,0.2432627244201967,2.385462962962963,0.2432627244201967,0.239526498349156,6,27.694948798762496,0.0,7.04767198267719,7.04767198267719,11.835812092322788,4.515179516250945,0.0,1.5978817082388508,0.6607407407407407,10.369493575207862,1,0,-11.564572886
[N+]1(C)=CN(C(CC)C(CC)C(C)CC)(C=C1),2.8655867108046174,303.43891540302644,7.633758915185936,3.931116192831353,3.931116192831353,2.756700366917172,2.756700366917172,0.0,6.041840829147961,19.26246486877803,0.0,0.7857142857142857,4473.365719965569,6.0710958023386805,2.86681787447117,2.3892129629629637,0.2432628975231285,2.3892129629629637,0.2432628975231285,0.2395264971470103,6,34.11577042168851,5.917906046161393,7.04767198267719,7.04767198267719,11.835812092322788,4.520157785336357,0.0,1.6019038170823885,0.6538425925925926,10.3191867441421,1,0,-11.646207086
[N+]1(C)=CN(C(CC)C(CC)C(C)(C)C)(C=C1),2.9629754558256263,319.7214865285612,7.396395375607379,3.607295851601582,3.607295851601582,2.830336331151318,2.830336331151318,0.0,11.45683129854474,12.84164324585202,0.0,0.7857142857142857,3201.935769622297,5.026927202802605,2.86681787447117,2.3744212962962963,0.2432630720635094,2.3744212962962963,0.2432630720635094,0.2395264959341671,4,34.61868599845312,5.917906046161393,7.04767198267719,7.04767198267719,11.332896515558172,4.497476851851852,0.3732818405139834,0.7267592592592592,0.6168518518518518,8.95588388133031,1,0,-11.666615636
[N+]1(C)=CN(C(CC)C(CCC)CCC)(C=C1),2.7644597795768693,284.68037763964367,7.723075312662978,3.4537180958230245,3.4537180958230245,2.7238857988733223,2.7238857988733223,0.0,6.041840829147961,32.10410811463005,0.0,0.7857142857142857,4671.103357071223,6.719624168177635,3.360040921368018,2.3987962962962963,0.243262724407913,2.3987962962962963,0.243262724407913,0.2395264983491978,7,33.61285484492389,0.0,7.04767198267719,7.04767198267719,5.917906046161393,4.535315570672713,0.0,0.8401851851851849,0.681574074074074,13.11263274754346,1,0,-11.737093162
