Smile,Type,HOMO_ev
[N+]1(CCCC)=CN(CCCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.416000366210938
[N+]1(CC(C)C)=CN(CCCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.463000297546387
[N+]1(C(C)CC)=CN(CCCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.42199993133545
[N+]1(C(C)(C)C)=CN(CCCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.404999732971191
[N+]1(CCCC)=CN(CCCCCCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.425999641418457
[N+]1(CC(C)C)=CN(CCCCCCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.472999572753906
[N+]1(C(C)CC)=CN(CCCCCCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.449000358581543
[N+]1(C(C)(C)C)=CN(CCCCCCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.404999732971191
[N+]1(CCCC)=CN(CCCCCCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.397000312805176
[N+]1(CC(C)C)=CN(CCCCCCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.456999778747559
[N+]1(C(C)CC)=CN(CCCCCCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.428000450134277
[N+]1(C(C)(C)C)=CN(CCCCCCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.420000076293945
[N+]1(CCCC)=CN(CCCCCCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.463000297546387
[N+]1(CC(C)C)=CN(CCCCCCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.527000427246094
[N+]1(C(C)CC)=CN(CCCCCCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.550000190734863
[N+]1(C(C)(C)C)=CN(CCCCCCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.548999786376953
[N+]1(CCCC)=CN(CCCCCC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.491000175476074
[N+]1(CC(C)C)=CN(CCCCCC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.496999740600586
[N+]1(C(C)CC)=CN(CCCCCC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.512999534606934
[N+]1(C(C)(C)C)=CN(CCCCCC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.524999618530273
[N+]1(CCCC)=CN(CCCCCC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.494999885559082
[N+]1(CC(C)C)=CN(CCCCCC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.54699993133545
[N+]1(C(C)CC)=CN(CCCCCC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.574000358581543
[N+]1(C(C)(C)C)=CN(CCCCCC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.553999900817871
[N+]1(CCCC)=CN(CCCCCC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.487000465393066
[N+]1(CC(C)C)=CN(CCCCCC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.50100040435791
[N+]1(C(C)CC)=CN(CCCCCC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.517999649047852
[N+]1(C(C)(C)C)=CN(CCCCCC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.539999961853027
[N+]1(CCCC)=CN(CCCCCC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.460000038146973
[N+]1(CC(C)C)=CN(CCCCCC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.545999526977539
[N+]1(C(C)CC)=CN(CCCCCC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.597999572753906
[N+]1(C(C)(C)C)=CN(CCCCCC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.592000007629395
[N+]1(CCCC)=CN(CCCCC(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.567000389099121
[N+]1(CC(C)C)=CN(CCCCC(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.600000381469727
[N+]1(C(C)CC)=CN(CCCCC(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.5600004196167
[N+]1(C(C)(C)C)=CN(CCCCC(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.600000381469727
[N+]1(CCCC)=CN(CCCCC(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.562999725341797
[N+]1(CC(C)C)=CN(CCCCC(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.593000411987305
[N+]1(C(C)CC)=CN(CCCCC(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.638999938964844
[N+]1(C(C)(C)C)=CN(CCCCC(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.63599967956543
[N+]1(CCCC)=CN(CCCCC(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.559000015258789
[N+]1(CC(C)C)=CN(CCCCC(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.652999877929688
[N+]1(C(C)CC)=CN(CCCCC(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.668999671936035
[N+]1(C(C)(C)C)=CN(CCCCC(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.654000282287598
[N+]1(CCCC)=CN(CCCCC(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.565999984741211
[N+]1(CC(C)C)=CN(CCCCC(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.638999938964844
[N+]1(C(C)CC)=CN(CCCCC(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.645999908447266
[N+]1(C(C)(C)C)=CN(CCCCC(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.630000114440918
[N+]1(CCCC)=CN(CCCCC(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.550000190734863
[N+]1(CC(C)C)=CN(CCCCC(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.621999740600586
[N+]1(C(C)CC)=CN(CCCCC(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.619000434875488
[N+]1(C(C)(C)C)=CN(CCCCC(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.60200023651123
[N+]1(CCCC)=CN(CCCCC(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.552000045776367
[N+]1(CC(C)C)=CN(CCCCC(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.574999809265137
