Smile,Type,HOMO_ev
[N+]1(C)=CN(CCCCCCCC)(C=C1),1-methyl-3-alkylimidazolium,-10.95199966430664
[N+]1(C)=CN(CCCCCC(C)C)(C=C1),1-methyl-3-alkylimidazolium,-10.958000183105469
[N+]1(C)=CN(CCCCC(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-10.982000350952148
[N+]1(C)=CN(CCCCC(C)(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.284000396728516
[N+]1(C)=CN(CCCC(C)CCC)(C=C1),1-methyl-3-alkylimidazolium,-11.130000114440918
[N+]1(C)=CN(CCCC(C)C(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.144000053405762
[N+]1(C)=CN(CCCC(CC)CC)(C=C1),1-methyl-3-alkylimidazolium,-11.166000366210938
[N+]1(C)=CN(CCCC(C)(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-11.206000328063965
[N+]1(C)=CN(CCC(C)CCCC)(C=C1),1-methyl-3-alkylimidazolium,-11.263999938964844
[N+]1(C)=CN(CCC(C)CC(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.37399959564209
[N+]1(C)=CN(CCC(C)C(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-11.41100025177002
[N+]1(C)=CN(CCC(C)C(C)(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.682999610900879
[N+]1(C)=CN(CCC(CC)CCC)(C=C1),1-methyl-3-alkylimidazolium,-11.402999877929688
[N+]1(C)=CN(CCC(CC)C(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.607000350952148
[N+]1(C)=CN(CCC(C)(C)CCC)(C=C1),1-methyl-3-alkylimidazolium,-11.425999641418457
[N+]1(C)=CN(CCC(C)(C)C(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.420000076293945
[N+]1(C)=CN(CCC(C)(CC)CC)(C=C1),1-methyl-3-alkylimidazolium,-11.482000350952148
[N+]1(C)=CN(CC(C)CCCCC)(C=C1),1-methyl-3-alkylimidazolium,-11.258000373840332
[N+]1(C)=CN(CC(C)CCC(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.420000076293945
[N+]1(C)=CN(CC(C)CC(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-11.456999778747559
[N+]1(C)=CN(CC(C)CC(C)(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.51200008392334
[N+]1(C)=CN(CC(C)C(C)CCC)(C=C1),1-methyl-3-alkylimidazolium,-11.663999557495117
[N+]1(C)=CN(CC(C)C(C)C(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.628000259399414
[N+]1(C)=CN(CC(C)C(CC)CC)(C=C1),1-methyl-3-alkylimidazolium,-11.654999732971191
[N+]1(C)=CN(CC(C)C(C)(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-11.723999977111816
[N+]1(C)=CN(CC(CC)CCCC)(C=C1),1-methyl-3-alkylimidazolium,-11.574000358581543
[N+]1(C)=CN(CC(CC)CC(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.65999984741211
[N+]1(C)=CN(CC(CC)C(C)CC)(C=C1),1-methyl-3-alkylimidazolium,-11.694999694824219
[N+]1(C)=CN(CC(CC)C(C)(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.857999801635742
[N+]1(C)=CN(CC(CCC)CCC)(C=C1),1-methyl-3-alkylimidazolium,-11.82699966430664
[N+]1(C)=CN(CC(C(C)C)CCC)(C=C1),1-methyl-3-alkylimidazolium,-11.803000450134277
[N+]1(C)=CN(CC(C(C)C)C(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.767999649047852
[N+]1(C)=CN(CC(C)(C)CCCC)(C=C1),1-methyl-3-alkylimidazolium,-11.579999923706055
[N+]1(C)=CN(CC(C)(C)CC(C)C)(C=C1),1-methyl-3-alkylimidazolium,-11.697999954223633
