Smile,Type,HOMO_ev
[N+]1(CC)=CN(CCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-10.82800006866455
[N+]1(CC)=CN(CCCCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.11299991607666
[N+]1(CC)=CN(CCCCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-10.991000175476074
[N+]1(CC)=CN(CCCCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.593999862670898
[N+]1(CC)=CN(CCCC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.277000427246094
[N+]1(CC)=CN(CCCC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.303999900817871
[N+]1(CC)=CN(CCCC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.383000373840332
[N+]1(CC)=CN(CCCC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.218000411987305
[N+]1(CC)=CN(CCC(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.267000198364258
[N+]1(CC)=CN(CCC(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.600000381469727
[N+]1(CC)=CN(CCC(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.560999870300293
[N+]1(CC)=CN(CCC(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.654999732971191
[N+]1(CC)=CN(CCC(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.619999885559082
[N+]1(CC)=CN(CCC(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.633000373840332
[N+]1(CC)=CN(CCC(C)(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.463000297546387
[N+]1(CC)=CN(CCC(C)(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.399999618530273
[N+]1(CC)=CN(CCC(C)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.5
[N+]1(CC)=CN(CC(C)CCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.236000061035156
[N+]1(CC)=CN(CC(C)CCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.425999641418457
[N+]1(CC)=CN(CC(C)CC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.4399995803833
[N+]1(CC)=CN(CC(C)CC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.503000259399414
[N+]1(CC)=CN(CC(C)C(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.652999877929688
[N+]1(CC)=CN(CC(C)C(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.592000007629395
[N+]1(CC)=CN(CC(C)C(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.593999862670898
[N+]1(CC)=CN(CC(C)C(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.668000221252441
[N+]1(CC)=CN(CC(CC)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.553999900817871
[N+]1(CC)=CN(CC(CC)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.72599983215332
[N+]1(CC)=CN(CC(CC)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.684000015258789
[N+]1(CC)=CN(CC(CC)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.803000450134277
[N+]1(CC)=CN(CC(CCC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.817000389099121
[N+]1(CC)=CN(CC(C(C)C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.763999938964844
[N+]1(CC)=CN(CC(C(C)C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.76099967956543
[N+]1(CC)=CN(CC(C)(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.689000129699707
[N+]1(CC)=CN(CC(C)(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.675999641418457
[N+]1(CC)=CN(CC(C)(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.75100040435791
[N+]1(CC)=CN(CC(C)(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.760000228881836
[N+]1(CC)=CN(CC(C)(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.717000007629395
[N+]1(CC)=CN(CC(C)(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.770000457763672
[N+]1(CC)=CN(CC(CC)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.758999824523926
[N+]1(CC)=CN(C(C)CCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.256999969482422
[N+]1(CC)=CN(C(C)CCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.62399959564209
[N+]1(CC)=CN(C(C)CCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.534000396728516
[N+]1(CC)=CN(C(C)CCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.805000305175781
[N+]1(CC)=CN(C(C)CC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.76099967956543
[N+]1(CC)=CN(C(C)CC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.770999908447266
[N+]1(CC)=CN(C(C)CC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.722999572753906
[N+]1(CC)=CN(C(C)CC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.592000007629395
[N+]1(CC)=CN(C(C)C(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.727999687194824
[N+]1(CC)=CN(C(C)C(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.772000312805176
[N+]1(CC)=CN(C(C)C(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.711999893188477
[N+]1(CC)=CN(C(C)C(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.751999855041504
[N+]1(CC)=CN(C(C)C(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.770000457763672
[N+]1(CC)=CN(C(C)C(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.786999702453613
[N+]1(CC)=CN(C(C)C(C)(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.737000465393066
[N+]1(CC)=CN(C(C)C(C)(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.720999717712402
[N+]1(CC)=CN(C(C)C(C)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.744000434875488
[N+]1(CC)=CN(C(CC)CCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.72700023651123
[N+]1(CC)=CN(C(CC)CCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.821999549865723
[N+]1(CC)=CN(C(CC)CC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.807000160217285
[N+]1(CC)=CN(C(CC)CC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.809000015258789
[N+]1(CC)=CN(C(CC)C(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.788999557495117
[N+]1(CC)=CN(C(CC)C(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.78600025177002
[N+]1(CC)=CN(C(CC)C(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.748000144958496
[N+]1(CC)=CN(C(CC)C(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.765999794006348
[N+]1(CC)=CN(C(CCC)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.819000244140625
[N+]1(CC)=CN(C(CCC)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.824999809265137
[N+]1(CC)=CN(C(CCC)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.789999961853027
[N+]1(CC)=CN(C(C(C)C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.812000274658203
[N+]1(CC)=CN(C(C(C)C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.793999671936035
[N+]1(CC)=CN(C(C(C)C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.79699993133545
[N+]1(CC)=CN(C(C(C)C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.75100040435791
[N+]1(CC)=CN(C(CCC)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.805999755859375
[N+]1(CC)=CN(C(C)(C)CCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.475000381469727
[N+]1(CC)=CN(C(C)(C)CCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.670000076293945
[N+]1(CC)=CN(C(C)(C)CC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.682000160217285
[N+]1(CC)=CN(C(C)(C)CC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.736000061035156
[N+]1(CC)=CN(C(C)(C)C(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.70199966430664
[N+]1(CC)=CN(C(C)(C)C(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.706999778747559
[N+]1(CC)=CN(C(C)(C)C(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.739999771118164
[N+]1(CC)=CN(C(C)(C)C(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.718000411987305
[N+]1(CC)=CN(C(C)(CC)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.717000007629395
