Smile,Type,HOMO_ev
[N+]1(CCCCCCCC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.352999687194824
[N+]1(CCCCCC(C)C)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.364999771118164
[N+]1(CCCCC(C)CC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.345999717712402
[N+]1(CCCCC(C)(C)C)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.411999702453613
[N+]1(CCCC(C)CCC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.375
[N+]1(CCCC(C)C(C)C)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.385000228881836
[N+]1(CCCC(CC)CC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.383999824523926
[N+]1(CCCC(C)(C)CC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.41100025177002
[N+]1(CCC(C)CCCC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.411999702453613
[N+]1(CCC(C)CC(C)C)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.392999649047852
[N+]1(CCC(C)C(C)CC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.416999816894531
[N+]1(CCC(C)C(C)(C)C)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.392999649047852
[N+]1(CCC(CC)CCC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.39900016784668
[N+]1(CCC(CC)C(C)C)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.376999855041504
[N+]1(CCC(C)(C)CCC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.482999801635742
[N+]1(CCC(C)(C)C(C)C)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.479999542236328
[N+]1(CCC(C)(CC)CC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.501999855041504
[N+]1(CC(C)CCCCC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.414999961853027
[N+]1(CC(C)CCC(C)C)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.40999984741211
[N+]1(CC(C)CC(C)CC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.425999641418457
[N+]1(CC(C)CC(C)(C)C)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.442000389099121
[N+]1(CC(C)C(C)CCC)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.491000175476074
[N+]1(CC(C)C(C)C(C)C)=CN(CCCCCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.454000473022461
