Smile,Type,HOMO_ev
[N+]1(CCCCCC)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.593000411987305
[N+]1(CCCC(C)C)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.836000442504883
[N+]1(CCC(C)CC)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.894000053405762
[N+]1(CCC(C)(C)C)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.918999671936035
[N+]1(CC(C)CCC)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.906000137329102
[N+]1(CC(C)C(C)C)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.907999992370605
[N+]1(CC(CC)CC)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.97700023651123
[N+]1(CC(C)(C)CC)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.902999877929688
[N+]1(C(C)CCCC)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.878999710083008
[N+]1(C(C)CC(C)C)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.911999702453613
[N+]1(C(C)C(C)CC)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.857999801635742
[N+]1(C(C)C(C)(C)C)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.854999542236328
[N+]1(C(CC)CCC)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.881999969482422
[N+]1(C(CC)C(C)C)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.869999885559082
[N+]1(C(C)(C)CCC)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.836000442504883
[N+]1(C(C)(C)C(C)C)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.786999702453613
[N+]1(C(C)(CC)CC)=CN(CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.78600025177002
