Smile,Type,HOMO_ev
[N+]1(CCC)=CN(CCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.609999656677246
[N+]1(C(C)C)=CN(CCCCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.583999633789062
[N+]1(CCC)=CN(CCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.824999809265137
[N+]1(C(C)C)=CN(CCCC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.779999732971191
[N+]1(CCC)=CN(CCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.87600040435791
[N+]1(C(C)C)=CN(CCC(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.883999824523926
[N+]1(CCC)=CN(CCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.878999710083008
[N+]1(C(C)C)=CN(CCC(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.857000350952148
[N+]1(CCC)=CN(CC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.859000205993652
[N+]1(C(C)C)=CN(CC(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.824999809265137
[N+]1(CCC)=CN(CC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.883000373840332
[N+]1(C(C)C)=CN(CC(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.843999862670898
[N+]1(CCC)=CN(CC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.928999900817871
[N+]1(C(C)C)=CN(CC(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.833999633789062
[N+]1(CCC)=CN(CC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.847000122070312
[N+]1(C(C)C)=CN(CC(C)(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.793999671936035
[N+]1(CCC)=CN(C(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.833000183105469
[N+]1(C(C)C)=CN(C(C)CCCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.79699993133545
[N+]1(CCC)=CN(C(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.857000350952148
[N+]1(C(C)C)=CN(C(C)CC(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.791000366210938
[N+]1(CCC)=CN(C(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.79699993133545
[N+]1(C(C)C)=CN(C(C)C(C)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.722999572753906
[N+]1(CCC)=CN(C(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.809000015258789
[N+]1(C(C)C)=CN(C(C)C(C)(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.730999946594238
[N+]1(CCC)=CN(C(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.852999687194824
[N+]1(C(C)C)=CN(C(CC)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.786999702453613
[N+]1(CCC)=CN(C(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.829999923706055
[N+]1(C(C)C)=CN(C(CC)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.753999710083008
[N+]1(CCC)=CN(C(C)(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.769000053405762
[N+]1(C(C)C)=CN(C(C)(C)CCC)(C=C1),1-alkyl-3-alkylimidazolium,-11.729000091552734
[N+]1(CCC)=CN(C(C)(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.729000091552734
[N+]1(C(C)C)=CN(C(C)(C)C(C)C)(C=C1),1-alkyl-3-alkylimidazolium,-11.687000274658203
[N+]1(CCC)=CN(C(C)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.74899959564209
[N+]1(C(C)C)=CN(C(C)(CC)CC)(C=C1),1-alkyl-3-alkylimidazolium,-11.687000274658203
